Trainee_ID,Age,Gender,State,District,Rural_Urban,Education_Level,Data_Origin
TRN-SIH26135-047607,22,Female,Punjab,Jalandhar,Urban,12th,illustrative_source
TRN-SIH26135-047608,26,Male,Gujarat,Rajkot,Urban,12th,illustrative_source
TRN-SIH26135-047609,18,Male,Telangana,Hyderabad,Urban,10th,illustrative_source
TRN-SIH26135-047610,34,Male,Tamil Nadu,Chennai,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047611,40,Male,Tamil Nadu,Coimbatore,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047612,20,Female,Tamil Nadu,Salem,Rural,Graduate,illustrative_source
TRN-SIH26135-047613,42,Male,Uttar Pradesh,Varanasi,Rural,Diploma,illustrative_source
TRN-SIH26135-047614,29,Male,Kerala,Kozhikode,Urban,12th,illustrative_source
TRN-SIH26135-047615,33,Female,Uttar Pradesh,Agra,Urban,Graduate,illustrative_source
TRN-SIH26135-047616,19,Female,Tamil Nadu,Madurai,Urban,Graduate,illustrative_source
TRN-SIH26135-047617,32,Female,Telangana,Nizamabad,Urban,Graduate,illustrative_source
TRN-SIH26135-047618,36,Male,Odisha,Sambalpur,Rural,Diploma,illustrative_source
TRN-SIH26135-047619,22,Male,Kerala,Kochi,Rural,Graduate,illustrative_source
TRN-SIH26135-047620,30,Male,Bihar,Patna,Urban,Diploma,illustrative_source
TRN-SIH26135-047621,29,Male,Odisha,Cuttack,Rural,10th,illustrative_source
TRN-SIH26135-047622,28,Male,West Bengal,Durgapur,Urban,Diploma,illustrative_source
TRN-SIH26135-047623,37,Male,Maharashtra,Nashik,Rural,ITI,illustrative_source
TRN-SIH26135-047624,27,Other,Kerala,Kochi,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047625,33,Male,Maharashtra,Nashik,Urban,Diploma,illustrative_source
TRN-SIH26135-047626,35,Female,Odisha,Khordha,Rural,Graduate,illustrative_source
TRN-SIH26135-047627,18,Female,Tamil Nadu,Salem,Rural,Graduate,illustrative_source
TRN-SIH26135-047628,27,Male,Tamil Nadu,Madurai,Rural,12th,illustrative_source
TRN-SIH26135-047629,23,Female,Tamil Nadu,Madurai,Rural,10th,illustrative_source
TRN-SIH26135-047630,24,Female,Gujarat,Vadodara,Urban,12th,illustrative_source
TRN-SIH26135-047631,22,Female,Maharashtra,Nashik,Urban,ITI,illustrative_source
TRN-SIH26135-047632,24,Male,Odisha,Sundargarh,Rural,12th,illustrative_source
TRN-SIH26135-047633,18,Male,West Bengal,Siliguri,Urban,Graduate,illustrative_source
TRN-SIH26135-047634,23,Female,Uttar Pradesh,Kanpur,Rural,Graduate,illustrative_source
TRN-SIH26135-047635,19,Female,Rajasthan,Kota,Urban,12th,illustrative_source
TRN-SIH26135-047636,22,Female,Telangana,Nizamabad,Urban,ITI,illustrative_source
TRN-SIH26135-047637,32,Female,Bihar,Gaya,Urban,12th,illustrative_source
TRN-SIH26135-047638,36,Female,Gujarat,Vadodara,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047639,30,Female,Kerala,Kochi,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047640,30,Female,Kerala,Kozhikode,Urban,Graduate,illustrative_source
TRN-SIH26135-047641,21,Male,Telangana,Nizamabad,Urban,12th,illustrative_source
TRN-SIH26135-047642,22,Male,Rajasthan,Jaipur,Urban,Graduate,illustrative_source
TRN-SIH26135-047643,27,Male,Rajasthan,Kota,Urban,ITI,illustrative_source
TRN-SIH26135-047644,27,Male,Karnataka,Hubballi,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047645,31,Female,Rajasthan,Udaipur,Urban,10th,illustrative_source
TRN-SIH26135-047646,30,Female,Tamil Nadu,Salem,Urban,Diploma,illustrative_source
TRN-SIH26135-047647,30,Female,West Bengal,Durgapur,Urban,Graduate,illustrative_source
TRN-SIH26135-047648,40,Male,Odisha,Sambalpur,Rural,12th,illustrative_source
TRN-SIH26135-047649,27,Male,Karnataka,Mangaluru,Rural,12th,illustrative_source
TRN-SIH26135-047650,32,Female,Punjab,Amritsar,Rural,ITI,illustrative_source
TRN-SIH26135-047651,38,Male,Maharashtra,Mumbai,Urban,12th,illustrative_source
TRN-SIH26135-047652,29,Male,Rajasthan,Kota,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047653,26,Male,West Bengal,Siliguri,Rural,12th,illustrative_source
TRN-SIH26135-047654,19,Female,Rajasthan,Jaipur,Rural,Diploma,illustrative_source
TRN-SIH26135-047655,18,Female,Maharashtra,Mumbai,Rural,Diploma,illustrative_source
TRN-SIH26135-047656,33,Female,Karnataka,Bengaluru,Urban,ITI,illustrative_source
TRN-SIH26135-047657,29,Male,Kerala,Kozhikode,Rural,Graduate,illustrative_source
TRN-SIH26135-047658,33,Male,Tamil Nadu,Coimbatore,Rural,Diploma,illustrative_source
TRN-SIH26135-047659,26,Male,Bihar,Patna,Urban,10th,illustrative_source
TRN-SIH26135-047660,22,Female,Odisha,Sambalpur,Urban,12th,illustrative_source
TRN-SIH26135-047661,20,Male,West Bengal,Durgapur,Urban,10th,illustrative_source
TRN-SIH26135-047662,28,Male,Maharashtra,Nashik,Urban,12th,illustrative_source
TRN-SIH26135-047663,24,Female,Maharashtra,Mumbai,Urban,Graduate,illustrative_source
TRN-SIH26135-047664,23,Female,Karnataka,Mysuru,Rural,10th,illustrative_source
TRN-SIH26135-047665,41,Female,Punjab,Amritsar,Urban,Graduate,illustrative_source
TRN-SIH26135-047666,36,Female,Maharashtra,Nashik,Rural,ITI,illustrative_source
TRN-SIH26135-047667,24,Female,Tamil Nadu,Salem,Urban,12th,illustrative_source
TRN-SIH26135-047668,34,Female,Odisha,Ganjam,Urban,Graduate,illustrative_source
TRN-SIH26135-047669,24,Male,Uttar Pradesh,Kanpur,Urban,Graduate,illustrative_source
TRN-SIH26135-047670,33,Female,Gujarat,Ahmedabad,Rural,12th,illustrative_source
TRN-SIH26135-047671,33,Male,Odisha,Khordha,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047672,18,Male,Karnataka,Mangaluru,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047673,26,Female,Maharashtra,Mumbai,Rural,Graduate,illustrative_source
TRN-SIH26135-047674,29,Male,Karnataka,Bengaluru,Rural,Graduate,illustrative_source
TRN-SIH26135-047675,23,Male,Telangana,Hyderabad,Rural,Diploma,illustrative_source
TRN-SIH26135-047676,24,Other,Kerala,Thiruvananthapuram,Urban,12th,illustrative_source
TRN-SIH26135-047677,26,Male,Odisha,Sambalpur,Rural,Graduate,illustrative_source
TRN-SIH26135-047678,26,Male,Rajasthan,Jaipur,Urban,12th,illustrative_source
TRN-SIH26135-047679,20,Male,Kerala,Thiruvananthapuram,Urban,12th,illustrative_source
TRN-SIH26135-047680,26,Male,Odisha,Cuttack,Urban,12th,illustrative_source
TRN-SIH26135-047681,20,Male,Punjab,Jalandhar,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047682,29,Male,Kerala,Kozhikode,Rural,Graduate,illustrative_source
TRN-SIH26135-047683,18,Other,Telangana,Warangal,Rural,ITI,illustrative_source
TRN-SIH26135-047684,18,Male,Karnataka,Mysuru,Urban,Graduate,illustrative_source
TRN-SIH26135-047685,38,Female,Uttar Pradesh,Kanpur,Rural,Graduate,illustrative_source
TRN-SIH26135-047686,36,Male,Gujarat,Rajkot,Urban,Graduate,illustrative_source
TRN-SIH26135-047687,36,Male,Kerala,Thiruvananthapuram,Urban,Diploma,illustrative_source
TRN-SIH26135-047688,30,Male,Punjab,Jalandhar,Rural,12th,illustrative_source
TRN-SIH26135-047689,32,Male,Tamil Nadu,Coimbatore,Rural,Diploma,illustrative_source
TRN-SIH26135-047690,45,Male,West Bengal,Howrah,Urban,Graduate,illustrative_source
TRN-SIH26135-047691,18,Male,Karnataka,Mangaluru,Urban,12th,illustrative_source
TRN-SIH26135-047692,30,Male,Rajasthan,Kota,Urban,Diploma,illustrative_source
TRN-SIH26135-047693,37,Male,Kerala,Kozhikode,Urban,Graduate,illustrative_source
TRN-SIH26135-047694,19,Female,Telangana,Hyderabad,Urban,ITI,illustrative_source
TRN-SIH26135-047695,24,Male,Bihar,Muzaffarpur,Urban,Graduate,illustrative_source
TRN-SIH26135-047696,20,Male,Odisha,Sundargarh,Urban,Diploma,illustrative_source
TRN-SIH26135-047697,19,Male,Gujarat,Surat,Rural,ITI,illustrative_source
TRN-SIH26135-047698,18,Female,Karnataka,Mysuru,Urban,ITI,illustrative_source
TRN-SIH26135-047699,29,Male,Uttar Pradesh,Varanasi,Rural,Diploma,illustrative_source
TRN-SIH26135-047700,34,Female,Telangana,Hyderabad,Urban,10th,illustrative_source
TRN-SIH26135-047701,30,Female,Bihar,Gaya,Rural,12th,illustrative_source
TRN-SIH26135-047702,25,Male,Odisha,Ganjam,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047703,27,Female,Kerala,Kozhikode,Urban,12th,illustrative_source
TRN-SIH26135-047704,26,Female,Karnataka,Hubballi,Urban,Graduate,illustrative_source
TRN-SIH26135-047705,37,Female,Gujarat,Rajkot,Urban,Graduate,illustrative_source
TRN-SIH26135-047706,24,Male,Telangana,Hyderabad,Rural,Diploma,illustrative_source
TRN-SIH26135-047707,32,Female,Tamil Nadu,Chennai,Urban,ITI,illustrative_source
TRN-SIH26135-047708,50,Female,Karnataka,Hubballi,Rural,10th,illustrative_source
TRN-SIH26135-047709,28,Male,Telangana,Nizamabad,Urban,Graduate,illustrative_source
TRN-SIH26135-047710,18,Male,Odisha,Ganjam,Urban,ITI,illustrative_source
TRN-SIH26135-047711,44,Female,Tamil Nadu,Madurai,Urban,ITI,illustrative_source
TRN-SIH26135-047712,19,Other,Tamil Nadu,Coimbatore,Rural,Diploma,illustrative_source
TRN-SIH26135-047713,35,Male,Uttar Pradesh,Varanasi,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047714,33,Male,Karnataka,Mangaluru,Rural,10th,illustrative_source
TRN-SIH26135-047715,24,Male,Gujarat,Surat,Urban,ITI,illustrative_source
TRN-SIH26135-047716,20,Female,Karnataka,Mangaluru,Rural,Diploma,illustrative_source
TRN-SIH26135-047717,38,Female,Karnataka,Mysuru,Rural,Diploma,illustrative_source
TRN-SIH26135-047718,25,Other,Uttar Pradesh,Kanpur,Rural,Diploma,illustrative_source
TRN-SIH26135-047719,18,Female,Uttar Pradesh,Lucknow,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047720,34,Female,Bihar,Patna,Urban,12th,illustrative_source
TRN-SIH26135-047721,30,Female,Karnataka,Mangaluru,Urban,Graduate,illustrative_source
TRN-SIH26135-047722,18,Female,Odisha,Sambalpur,Rural,12th,illustrative_source
TRN-SIH26135-047723,33,Male,Rajasthan,Udaipur,Rural,12th,illustrative_source
TRN-SIH26135-047724,29,Male,Tamil Nadu,Salem,Rural,10th,illustrative_source
TRN-SIH26135-047725,33,Male,West Bengal,Durgapur,Urban,10th,illustrative_source
TRN-SIH26135-047726,44,Female,Punjab,Jalandhar,Rural,Graduate,illustrative_source
TRN-SIH26135-047727,20,Female,Rajasthan,Kota,Urban,Diploma,illustrative_source
TRN-SIH26135-047728,29,Female,Rajasthan,Kota,Urban,ITI,illustrative_source
TRN-SIH26135-047729,27,Female,Rajasthan,Kota,Urban,ITI,illustrative_source
TRN-SIH26135-047730,32,Male,Bihar,Gaya,Urban,Graduate,illustrative_source
TRN-SIH26135-047731,23,Female,Uttar Pradesh,Noida,Rural,ITI,illustrative_source
TRN-SIH26135-047732,30,Male,Uttar Pradesh,Kanpur,Urban,Graduate,illustrative_source
TRN-SIH26135-047733,37,Male,Kerala,Thiruvananthapuram,Rural,Graduate,illustrative_source
TRN-SIH26135-047734,41,Male,Uttar Pradesh,Varanasi,Urban,10th,illustrative_source
TRN-SIH26135-047735,31,Male,Uttar Pradesh,Kanpur,Rural,12th,illustrative_source
TRN-SIH26135-047736,19,Male,Odisha,Khordha,Urban,Diploma,illustrative_source
TRN-SIH26135-047737,35,Male,Tamil Nadu,Coimbatore,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047738,18,Female,Telangana,Warangal,Urban,10th,illustrative_source
TRN-SIH26135-047739,18,Male,Punjab,Ludhiana,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047740,22,Male,Rajasthan,Jaipur,Urban,10th,illustrative_source
TRN-SIH26135-047741,20,Male,Gujarat,Rajkot,Urban,Diploma,illustrative_source
TRN-SIH26135-047742,29,Female,Gujarat,Rajkot,Urban,10th,illustrative_source
TRN-SIH26135-047743,34,Female,Uttar Pradesh,Kanpur,Urban,ITI,illustrative_source
TRN-SIH26135-047744,30,Male,Kerala,Kochi,Urban,ITI,illustrative_source
TRN-SIH26135-047745,18,Female,Maharashtra,Mumbai,Rural,ITI,illustrative_source
TRN-SIH26135-047746,18,Male,Bihar,Muzaffarpur,Rural,ITI,illustrative_source
TRN-SIH26135-047747,26,Female,Kerala,Kozhikode,Urban,12th,illustrative_source
TRN-SIH26135-047748,27,Female,Maharashtra,Pune,Urban,Graduate,illustrative_source
TRN-SIH26135-047749,33,Male,Rajasthan,Jaipur,Rural,12th,illustrative_source
TRN-SIH26135-047750,33,Male,Karnataka,Hubballi,Urban,Graduate,illustrative_source
TRN-SIH26135-047751,31,Female,Tamil Nadu,Madurai,Urban,12th,illustrative_source
TRN-SIH26135-047752,20,Male,Punjab,Amritsar,Urban,Graduate,illustrative_source
TRN-SIH26135-047753,18,Male,Telangana,Nizamabad,Urban,Diploma,illustrative_source
TRN-SIH26135-047754,18,Male,Punjab,Amritsar,Urban,10th,illustrative_source
TRN-SIH26135-047755,36,Male,Rajasthan,Jaipur,Urban,ITI,illustrative_source
TRN-SIH26135-047756,45,Male,Kerala,Kochi,Urban,Diploma,illustrative_source
TRN-SIH26135-047757,18,Female,Uttar Pradesh,Agra,Urban,Diploma,illustrative_source
TRN-SIH26135-047758,18,Male,Rajasthan,Udaipur,Urban,10th,illustrative_source
TRN-SIH26135-047759,38,Female,Maharashtra,Nagpur,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047760,27,Female,Bihar,Gaya,Rural,Graduate,illustrative_source
TRN-SIH26135-047761,33,Female,Rajasthan,Jaipur,Urban,12th,illustrative_source
TRN-SIH26135-047762,18,Female,Tamil Nadu,Salem,Urban,10th,illustrative_source
TRN-SIH26135-047763,27,Male,Telangana,Nizamabad,Urban,ITI,illustrative_source
TRN-SIH26135-047764,40,Male,West Bengal,Durgapur,Urban,10th,illustrative_source
TRN-SIH26135-047765,26,Male,Telangana,Warangal,Urban,10th,illustrative_source
TRN-SIH26135-047766,27,Female,West Bengal,Siliguri,Urban,Diploma,illustrative_source
TRN-SIH26135-047767,32,Male,Punjab,Ludhiana,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047768,38,Male,Karnataka,Mysuru,Urban,12th,illustrative_source
TRN-SIH26135-047769,31,Male,Rajasthan,Jaipur,Rural,Graduate,illustrative_source
TRN-SIH26135-047770,30,Male,Kerala,Kochi,Rural,Graduate,illustrative_source
TRN-SIH26135-047771,22,Male,Bihar,Gaya,Urban,12th,illustrative_source
TRN-SIH26135-047772,32,Female,Karnataka,Mysuru,Rural,ITI,illustrative_source
TRN-SIH26135-047773,31,Male,Odisha,Ganjam,Urban,12th,illustrative_source
TRN-SIH26135-047774,33,Female,Rajasthan,Jodhpur,Urban,12th,illustrative_source
TRN-SIH26135-047775,34,Female,Bihar,Patna,Urban,12th,illustrative_source
TRN-SIH26135-047776,35,Female,Tamil Nadu,Madurai,Rural,Diploma,illustrative_source
TRN-SIH26135-047777,31,Male,West Bengal,Howrah,Urban,Graduate,illustrative_source
TRN-SIH26135-047778,22,Female,Uttar Pradesh,Kanpur,Urban,Diploma,illustrative_source
TRN-SIH26135-047779,33,Female,Rajasthan,Udaipur,Rural,Graduate,illustrative_source
TRN-SIH26135-047780,35,Male,West Bengal,Howrah,Urban,ITI,illustrative_source
TRN-SIH26135-047781,30,Female,Odisha,Ganjam,Rural,10th,illustrative_source
TRN-SIH26135-047782,25,Male,Gujarat,Surat,Rural,Graduate,illustrative_source
TRN-SIH26135-047783,30,Male,West Bengal,Howrah,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047784,23,Male,Maharashtra,Nagpur,Urban,ITI,illustrative_source
TRN-SIH26135-047785,22,Female,Telangana,Nizamabad,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047786,28,Male,Karnataka,Hubballi,Urban,ITI,illustrative_source
TRN-SIH26135-047787,28,Female,Kerala,Kochi,Rural,12th,illustrative_source
TRN-SIH26135-047788,22,Female,Karnataka,Bengaluru,Rural,12th,illustrative_source
TRN-SIH26135-047789,32,Female,Punjab,Ludhiana,Rural,Graduate,illustrative_source
TRN-SIH26135-047790,30,Female,Rajasthan,Jaipur,Urban,Graduate,illustrative_source
TRN-SIH26135-047791,20,Male,Tamil Nadu,Salem,Rural,12th,illustrative_source
TRN-SIH26135-047792,31,Female,Gujarat,Ahmedabad,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047793,24,Male,West Bengal,Howrah,Urban,12th,illustrative_source
TRN-SIH26135-047794,35,Female,Bihar,Patna,Urban,Graduate,illustrative_source
TRN-SIH26135-047795,20,Male,Telangana,Nizamabad,Urban,12th,illustrative_source
TRN-SIH26135-047796,27,Female,Punjab,Amritsar,Rural,Diploma,illustrative_source
TRN-SIH26135-047797,28,Female,Rajasthan,Jaipur,Rural,10th,illustrative_source
TRN-SIH26135-047798,28,Female,Telangana,Nizamabad,Urban,Diploma,illustrative_source
TRN-SIH26135-047799,40,Male,Karnataka,Hubballi,Rural,12th,illustrative_source
TRN-SIH26135-047800,33,Female,West Bengal,Siliguri,Urban,Graduate,illustrative_source
TRN-SIH26135-047801,29,Female,Rajasthan,Jodhpur,Urban,10th,illustrative_source
TRN-SIH26135-047802,28,Male,Odisha,Sambalpur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047803,34,Male,Rajasthan,Jaipur,Urban,12th,illustrative_source
TRN-SIH26135-047804,18,Female,Maharashtra,Pune,Urban,ITI,illustrative_source
TRN-SIH26135-047805,34,Male,West Bengal,Durgapur,Urban,10th,illustrative_source
TRN-SIH26135-047806,24,Female,Maharashtra,Pune,Urban,Diploma,illustrative_source
TRN-SIH26135-047807,19,Female,West Bengal,Kolkata,Urban,ITI,illustrative_source
TRN-SIH26135-047808,28,Male,Punjab,Ludhiana,Urban,12th,illustrative_source
TRN-SIH26135-047809,25,Male,Bihar,Gaya,Rural,12th,illustrative_source
TRN-SIH26135-047810,33,Male,Bihar,Gaya,Rural,12th,illustrative_source
TRN-SIH26135-047811,26,Female,Uttar Pradesh,Kanpur,Rural,ITI,illustrative_source
TRN-SIH26135-047812,34,Female,Maharashtra,Mumbai,Urban,12th,illustrative_source
TRN-SIH26135-047813,31,Male,Kerala,Kochi,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047814,24,Female,Kerala,Kochi,Rural,10th,illustrative_source
TRN-SIH26135-047815,22,Female,Maharashtra,Nashik,Urban,Diploma,illustrative_source
TRN-SIH26135-047816,33,Female,Punjab,Ludhiana,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047817,30,Male,Bihar,Gaya,Urban,Graduate,illustrative_source
TRN-SIH26135-047818,25,Male,Tamil Nadu,Salem,Urban,10th,illustrative_source
TRN-SIH26135-047819,33,Male,Rajasthan,Jaipur,Urban,12th,illustrative_source
TRN-SIH26135-047820,23,Male,Punjab,Ludhiana,Rural,Graduate,illustrative_source
TRN-SIH26135-047821,27,Female,Telangana,Nizamabad,Rural,12th,illustrative_source
TRN-SIH26135-047822,22,Female,Bihar,Patna,Rural,Diploma,illustrative_source
TRN-SIH26135-047823,25,Male,Telangana,Hyderabad,Urban,ITI,illustrative_source
TRN-SIH26135-047824,30,Female,Bihar,Gaya,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047825,18,Female,Maharashtra,Pune,Urban,ITI,illustrative_source
TRN-SIH26135-047826,31,Male,Uttar Pradesh,Kanpur,Urban,Graduate,illustrative_source
TRN-SIH26135-047827,31,Male,Gujarat,Ahmedabad,Urban,ITI,illustrative_source
TRN-SIH26135-047828,35,Male,Tamil Nadu,Madurai,Urban,ITI,illustrative_source
TRN-SIH26135-047829,36,Male,Karnataka,Hubballi,Rural,12th,illustrative_source
TRN-SIH26135-047830,32,Female,Maharashtra,Nagpur,Urban,Graduate,illustrative_source
TRN-SIH26135-047831,33,Female,Uttar Pradesh,Lucknow,Rural,Diploma,illustrative_source
TRN-SIH26135-047832,19,Female,Bihar,Muzaffarpur,Urban,Graduate,illustrative_source
TRN-SIH26135-047833,32,Female,Rajasthan,Udaipur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047834,37,Male,Telangana,Nizamabad,Urban,Diploma,illustrative_source
TRN-SIH26135-047835,36,Male,Uttar Pradesh,Agra,Rural,Graduate,illustrative_source
TRN-SIH26135-047836,31,Male,Karnataka,Mysuru,Urban,ITI,illustrative_source
TRN-SIH26135-047837,35,Male,Bihar,Muzaffarpur,Urban,Diploma,illustrative_source
TRN-SIH26135-047838,41,Female,Telangana,Nizamabad,Rural,Graduate,illustrative_source
TRN-SIH26135-047839,25,Female,Gujarat,Vadodara,Urban,12th,illustrative_source
TRN-SIH26135-047840,35,Male,Karnataka,Mangaluru,Urban,12th,illustrative_source
TRN-SIH26135-047841,34,Female,Punjab,Amritsar,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047842,22,Male,West Bengal,Durgapur,Rural,Graduate,illustrative_source
TRN-SIH26135-047843,31,Male,Rajasthan,Jaipur,Urban,12th,illustrative_source
TRN-SIH26135-047844,32,Male,Kerala,Thiruvananthapuram,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047845,23,Male,Tamil Nadu,Chennai,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047846,21,Female,Gujarat,Ahmedabad,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047847,32,Female,Telangana,Nizamabad,Rural,12th,illustrative_source
TRN-SIH26135-047848,28,Female,Karnataka,Mangaluru,Rural,ITI,illustrative_source
TRN-SIH26135-047849,24,Female,Bihar,Gaya,Urban,Diploma,illustrative_source
TRN-SIH26135-047850,18,Male,Tamil Nadu,Salem,Rural,12th,illustrative_source
TRN-SIH26135-047851,29,Male,Maharashtra,Pune,Urban,10th,illustrative_source
TRN-SIH26135-047852,24,Female,Gujarat,Rajkot,Urban,Graduate,illustrative_source
TRN-SIH26135-047853,19,Male,Karnataka,Mysuru,Urban,12th,illustrative_source
TRN-SIH26135-047854,31,Male,Kerala,Kochi,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047855,30,Female,Odisha,Cuttack,Urban,Graduate,illustrative_source
TRN-SIH26135-047856,21,Male,Punjab,Amritsar,Rural,Graduate,illustrative_source
TRN-SIH26135-047857,21,Female,Uttar Pradesh,Agra,Urban,Graduate,illustrative_source
TRN-SIH26135-047858,20,Female,Punjab,Jalandhar,Urban,12th,illustrative_source
TRN-SIH26135-047859,30,Female,Tamil Nadu,Chennai,Urban,Diploma,illustrative_source
TRN-SIH26135-047860,33,Male,Karnataka,Mysuru,Urban,10th,illustrative_source
TRN-SIH26135-047861,18,Female,Tamil Nadu,Coimbatore,Rural,12th,illustrative_source
TRN-SIH26135-047862,24,Female,Punjab,Amritsar,Urban,ITI,illustrative_source
TRN-SIH26135-047863,27,Female,Odisha,Ganjam,Rural,12th,illustrative_source
TRN-SIH26135-047864,50,Male,Gujarat,Rajkot,Urban,Graduate,illustrative_source
TRN-SIH26135-047865,27,Male,Telangana,Hyderabad,Rural,Diploma,illustrative_source
TRN-SIH26135-047866,23,Female,Rajasthan,Jodhpur,Rural,Diploma,illustrative_source
TRN-SIH26135-047867,35,Male,Bihar,Patna,Urban,ITI,illustrative_source
TRN-SIH26135-047868,19,Female,Uttar Pradesh,Lucknow,Urban,12th,illustrative_source
TRN-SIH26135-047869,18,Female,Odisha,Cuttack,Urban,Diploma,illustrative_source
TRN-SIH26135-047870,32,Female,Tamil Nadu,Chennai,Urban,12th,illustrative_source
TRN-SIH26135-047871,31,Male,Odisha,Sundargarh,Urban,10th,illustrative_source
TRN-SIH26135-047872,21,Male,Karnataka,Mysuru,Rural,12th,illustrative_source
TRN-SIH26135-047873,31,Female,Maharashtra,Mumbai,Urban,Postgraduate,illustrative_source
TRN-SIH26135-047874,25,Female,Uttar Pradesh,Kanpur,Rural,10th,illustrative_source
TRN-SIH26135-047875,20,Male,Gujarat,Vadodara,Urban,10th,illustrative_source
TRN-SIH26135-047876,36,Male,Telangana,Nizamabad,Urban,Graduate,illustrative_source
TRN-SIH26135-047877,23,Male,Punjab,Amritsar,Rural,ITI,illustrative_source
TRN-SIH26135-047878,29,Male,Uttar Pradesh,Varanasi,Urban,Diploma,illustrative_source
TRN-SIH26135-047879,38,Male,Rajasthan,Kota,Rural,Graduate,illustrative_source
TRN-SIH26135-047880,33,Other,Tamil Nadu,Chennai,Rural,12th,illustrative_source
TRN-SIH26135-047881,22,Female,Telangana,Nizamabad,Urban,10th,illustrative_source
TRN-SIH26135-047882,37,Male,Rajasthan,Kota,Urban,Graduate,illustrative_source
TRN-SIH26135-047883,25,Female,Kerala,Thiruvananthapuram,Rural,Graduate,illustrative_source
TRN-SIH26135-047884,21,Female,Punjab,Ludhiana,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047885,27,Male,Kerala,Kochi,Rural,10th,illustrative_source
TRN-SIH26135-047886,21,Male,Odisha,Khordha,Rural,12th,illustrative_source
TRN-SIH26135-047887,20,Male,Bihar,Muzaffarpur,Urban,12th,illustrative_source
TRN-SIH26135-047888,21,Female,Maharashtra,Nagpur,Urban,12th,illustrative_source
TRN-SIH26135-047889,45,Male,Odisha,Cuttack,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047890,32,Female,Gujarat,Vadodara,Rural,Graduate,illustrative_source
TRN-SIH26135-047891,18,Male,Karnataka,Mysuru,Rural,Graduate,illustrative_source
TRN-SIH26135-047892,33,Female,West Bengal,Howrah,Rural,Graduate,illustrative_source
TRN-SIH26135-047893,34,Female,Maharashtra,Nashik,Urban,Graduate,illustrative_source
TRN-SIH26135-047894,20,Female,Maharashtra,Mumbai,Rural,Postgraduate,illustrative_source
TRN-SIH26135-047895,24,Male,Karnataka,Mangaluru,Rural,ITI,illustrative_source
TRN-SIH26135-047896,18,Female,Uttar Pradesh,Agra,Rural,Graduate,illustrative_source
TRN-SIH26135-047897,25,Female,Uttar Pradesh,Agra,Rural,Graduate,illustrative_source
TRN-SIH26135-047898,18,Female,Odisha,Sundargarh,Urban,Graduate,illustrative_source
TRN-SIH26135-047899,28,Male,Maharashtra,Nashik,Urban,12th,illustrative_source
TRN-SIH26135-047900,38,Male,Rajasthan,Jodhpur,Urban,Graduate,illustrative_source
TRN-SIH26135-047901,33,Female,Kerala,Thiruvananthapuram,Urban,Diploma,illustrative_source
TRN-SIH26135-047902,31,Male,Odisha,Sambalpur,Rural,Diploma,illustrative_source
TRN-SIH26135-047903,30,Male,Tamil Nadu,Salem,Urban,12th,illustrative_source
TRN-SIH26135-047904,39,Female,West Bengal,Kolkata,Urban,12th,illustrative_source
TRN-SIH26135-047905,35,Female,Karnataka,Bengaluru,Urban,12th,illustrative_source
TRN-SIH26135-047906,18,Female,Tamil Nadu,Chennai,Rural,12th,illustrative_source
TRN-SIH26135-047907,27,Male,Maharashtra,Nashik,Urban,Diploma,illustrative_source
TRN-SIH26135-047908,20,Male,Bihar,Patna,Rural,Diploma,illustrative_source
TRN-SIH26135-047909,35,Male,Kerala,Kozhikode,Rural,Diploma,illustrative_source
TRN-SIH26135-047910,31,Male,Gujarat,Ahmedabad,Urban,Diploma,illustrative_source
