Target_Job_Role,State,District,Snapshot_Date,Active_Postings,Candidate_Count,Demand_Score,Data_Origin
Software Developer,Kerala,Thiruvananthapuram,2026-05-01,79,71,52.67,synthetic_derived
Software Developer,Kerala,Thiruvananthapuram,2026-06-01,19,73,20.65,synthetic_derived
Software Developer,Kerala,Thiruvananthapuram,2026-07-01,24,75,24.24,synthetic_derived
Software Developer,Kerala,Thiruvananthapuram,2026-08-01,29,77,27.36,synthetic_derived
Software Developer,Rajasthan,Kota,2024-01-01,72,26,73.47,synthetic_derived
Software Developer,Rajasthan,Kota,2024-02-01,77,28,73.33,synthetic_derived
Software Developer,Rajasthan,Kota,2024-03-01,82,30,73.21,synthetic_derived
Software Developer,Rajasthan,Kota,2024-04-01,22,32,40.74,synthetic_derived
Software Developer,Rajasthan,Kota,2024-05-01,27,34,44.26,synthetic_derived
Software Developer,Rajasthan,Kota,2024-06-01,32,36,47.06,synthetic_derived
Software Developer,Rajasthan,Kota,2024-07-01,37,38,49.33,synthetic_derived
Software Developer,Rajasthan,Kota,2024-08-01,42,40,51.22,synthetic_derived
Software Developer,Rajasthan,Kota,2024-09-01,47,42,52.81,synthetic_derived
Software Developer,Rajasthan,Kota,2024-10-01,52,44,54.17,synthetic_derived
Software Developer,Rajasthan,Kota,2024-11-01,57,46,55.34,synthetic_derived
Software Developer,Rajasthan,Kota,2024-12-01,62,48,56.36,synthetic_derived
Software Developer,Rajasthan,Kota,2025-01-01,67,50,57.26,synthetic_derived
Software Developer,Rajasthan,Kota,2025-02-01,72,52,58.06,synthetic_derived
Software Developer,Rajasthan,Kota,2025-03-01,77,54,58.78,synthetic_derived
Software Developer,Rajasthan,Kota,2025-04-01,82,56,59.42,synthetic_derived
Software Developer,Rajasthan,Kota,2025-05-01,22,58,27.5,synthetic_derived
Software Developer,Rajasthan,Kota,2025-06-01,27,60,31.03,synthetic_derived
Software Developer,Rajasthan,Kota,2025-07-01,32,62,34.04,synthetic_derived
Software Developer,Rajasthan,Kota,2025-08-01,37,64,36.63,synthetic_derived
Software Developer,Rajasthan,Kota,2025-09-01,42,66,38.89,synthetic_derived
Software Developer,Rajasthan,Kota,2025-10-01,47,68,40.87,synthetic_derived
Software Developer,Rajasthan,Kota,2025-11-01,52,70,42.62,synthetic_derived
Software Developer,Rajasthan,Kota,2025-12-01,57,72,44.19,synthetic_derived
Software Developer,Rajasthan,Kota,2026-01-01,62,74,45.59,synthetic_derived
Software Developer,Rajasthan,Kota,2026-02-01,67,76,46.85,synthetic_derived
Software Developer,Rajasthan,Kota,2026-03-01,72,78,48.0,synthetic_derived
Software Developer,Rajasthan,Kota,2026-04-01,77,80,49.04,synthetic_derived
Software Developer,Rajasthan,Kota,2026-05-01,82,82,50.0,synthetic_derived
Software Developer,Rajasthan,Kota,2026-06-01,22,84,20.75,synthetic_derived
Software Developer,Rajasthan,Kota,2026-07-01,27,86,23.89,synthetic_derived
Software Developer,Rajasthan,Kota,2026-08-01,32,88,26.67,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-01-01,75,37,66.96,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-02-01,80,39,67.23,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-03-01,20,41,32.79,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-04-01,25,43,36.76,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-05-01,30,45,40.0,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-06-01,35,47,42.68,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-07-01,40,49,44.94,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-08-01,45,51,46.88,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-09-01,50,53,48.54,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-10-01,55,55,50.0,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-11-01,60,57,51.28,synthetic_derived
Software Developer,Tamil Nadu,Salem,2024-12-01,65,59,52.42,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-01-01,70,61,53.44,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-02-01,75,63,54.35,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-03-01,80,65,55.17,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-04-01,20,67,22.99,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-05-01,25,69,26.6,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-06-01,30,71,29.7,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-07-01,35,73,32.41,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-08-01,40,75,34.78,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-09-01,45,77,36.89,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-10-01,50,79,38.76,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-11-01,55,81,40.44,synthetic_derived
Software Developer,Tamil Nadu,Salem,2025-12-01,60,83,41.96,synthetic_derived
Software Developer,Tamil Nadu,Salem,2026-01-01,65,85,43.33,synthetic_derived
Software Developer,Tamil Nadu,Salem,2026-02-01,70,87,44.59,synthetic_derived
Software Developer,Tamil Nadu,Salem,2026-03-01,75,89,45.73,synthetic_derived
Software Developer,Tamil Nadu,Salem,2026-04-01,80,91,46.78,synthetic_derived
Software Developer,Tamil Nadu,Salem,2026-05-01,20,93,17.7,synthetic_derived
Software Developer,Tamil Nadu,Salem,2026-06-01,25,95,20.83,synthetic_derived
Software Developer,Tamil Nadu,Salem,2026-07-01,30,97,23.62,synthetic_derived
Software Developer,Tamil Nadu,Salem,2026-08-01,35,99,26.12,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-01-01,78,48,61.9,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-02-01,18,50,26.47,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-03-01,23,52,30.67,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-04-01,28,54,34.15,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-05-01,33,56,37.08,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-06-01,38,58,39.58,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-07-01,43,60,41.75,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-08-01,48,62,43.64,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-09-01,53,64,45.3,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-10-01,58,66,46.77,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-11-01,63,68,48.09,synthetic_derived
Software Developer,Gujarat,Vadodara,2024-12-01,68,70,49.28,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-01-01,73,72,50.34,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-02-01,78,74,51.32,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-03-01,18,76,19.15,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-04-01,23,78,22.77,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-05-01,28,80,25.93,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-06-01,33,82,28.7,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-07-01,38,84,31.15,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-08-01,43,86,33.33,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-09-01,48,88,35.29,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-10-01,53,90,37.06,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-11-01,58,92,38.67,synthetic_derived
Software Developer,Gujarat,Vadodara,2025-12-01,63,94,40.13,synthetic_derived
Software Developer,Gujarat,Vadodara,2026-01-01,68,96,41.46,synthetic_derived
Software Developer,Gujarat,Vadodara,2026-02-01,73,98,42.69,synthetic_derived
Software Developer,Gujarat,Vadodara,2026-03-01,78,100,43.82,synthetic_derived
Software Developer,Gujarat,Vadodara,2026-04-01,18,102,15.0,synthetic_derived
Software Developer,Gujarat,Vadodara,2026-05-01,23,104,18.11,synthetic_derived
Software Developer,Gujarat,Vadodara,2026-06-01,28,106,20.9,synthetic_derived
Software Developer,Gujarat,Vadodara,2026-07-01,33,108,23.4,synthetic_derived
Software Developer,Gujarat,Vadodara,2026-08-01,38,110,25.68,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-01-01,81,59,57.86,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-02-01,21,61,25.61,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-03-01,26,63,29.21,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-04-01,31,65,32.29,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-05-01,36,67,34.95,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-06-01,41,69,37.27,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-07-01,46,71,39.32,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-08-01,51,73,41.13,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-09-01,56,75,42.75,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-10-01,61,77,44.2,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-11-01,66,79,45.52,synthetic_derived
Software Developer,Karnataka,Bengaluru,2024-12-01,71,81,46.71,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-01-01,76,83,47.8,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-02-01,81,85,48.8,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-03-01,21,87,19.44,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-04-01,26,89,22.61,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-05-01,31,91,25.41,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-06-01,36,93,27.91,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-07-01,41,95,30.15,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-08-01,46,97,32.17,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-09-01,51,99,34.0,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-10-01,56,101,35.67,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-11-01,61,103,37.2,synthetic_derived
Software Developer,Karnataka,Bengaluru,2025-12-01,66,105,38.6,synthetic_derived
Software Developer,Karnataka,Bengaluru,2026-01-01,71,107,39.89,synthetic_derived
Software Developer,Karnataka,Bengaluru,2026-02-01,76,109,41.08,synthetic_derived
Software Developer,Karnataka,Bengaluru,2026-03-01,81,111,42.19,synthetic_derived
Software Developer,Karnataka,Bengaluru,2026-04-01,21,113,15.67,synthetic_derived
Software Developer,Karnataka,Bengaluru,2026-05-01,26,25,50.98,synthetic_derived
Software Developer,Karnataka,Bengaluru,2026-06-01,31,27,53.45,synthetic_derived
Software Developer,Karnataka,Bengaluru,2026-07-01,36,29,55.38,synthetic_derived
Software Developer,Karnataka,Bengaluru,2026-08-01,41,31,56.94,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-01-01,19,70,21.35,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-02-01,24,72,25.0,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-03-01,29,74,28.16,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-04-01,34,76,30.91,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-05-01,39,78,33.33,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-06-01,44,80,35.48,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-07-01,49,82,37.4,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-08-01,54,84,39.13,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-09-01,59,86,40.69,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-10-01,64,88,42.11,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-11-01,69,90,43.4,synthetic_derived
Software Developer,Maharashtra,Nagpur,2024-12-01,74,92,44.58,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-01-01,79,94,45.66,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-02-01,19,96,16.52,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-03-01,24,98,19.67,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-04-01,29,100,22.48,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-05-01,34,102,25.0,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-06-01,39,104,27.27,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-07-01,44,106,29.33,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-08-01,49,108,31.21,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-09-01,54,110,32.93,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-10-01,59,112,34.5,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-11-01,64,114,35.96,synthetic_derived
Software Developer,Maharashtra,Nagpur,2025-12-01,69,26,72.63,synthetic_derived
Software Developer,Maharashtra,Nagpur,2026-01-01,74,28,72.55,synthetic_derived
Software Developer,Maharashtra,Nagpur,2026-02-01,79,30,72.48,synthetic_derived
Software Developer,Maharashtra,Nagpur,2026-03-01,19,32,37.25,synthetic_derived
Software Developer,Maharashtra,Nagpur,2026-04-01,24,34,41.38,synthetic_derived
Software Developer,Maharashtra,Nagpur,2026-05-01,29,36,44.62,synthetic_derived
Software Developer,Maharashtra,Nagpur,2026-06-01,34,38,47.22,synthetic_derived
Software Developer,Maharashtra,Nagpur,2026-07-01,39,40,49.37,synthetic_derived
Software Developer,Maharashtra,Nagpur,2026-08-01,44,42,51.16,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-01-01,22,81,21.36,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-02-01,27,83,24.55,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-03-01,32,85,27.35,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-04-01,37,87,29.84,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-05-01,42,89,32.06,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-06-01,47,91,34.06,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-07-01,52,93,35.86,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-08-01,57,95,37.5,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-09-01,62,97,38.99,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-10-01,67,99,40.36,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-11-01,72,101,41.62,synthetic_derived
Software Developer,Punjab,Ludhiana,2024-12-01,77,103,42.78,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-01-01,82,105,43.85,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-02-01,22,107,17.05,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-03-01,27,109,19.85,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-04-01,32,111,22.38,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-05-01,37,113,24.67,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-06-01,42,25,62.69,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-07-01,47,27,63.51,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-08-01,52,29,64.2,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-09-01,57,31,64.77,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-10-01,62,33,65.26,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-11-01,67,35,65.69,synthetic_derived
Software Developer,Punjab,Ludhiana,2025-12-01,72,37,66.06,synthetic_derived
Software Developer,Punjab,Ludhiana,2026-01-01,77,39,66.38,synthetic_derived
Software Developer,Punjab,Ludhiana,2026-02-01,82,41,66.67,synthetic_derived
Software Developer,Punjab,Ludhiana,2026-03-01,22,43,33.85,synthetic_derived
Software Developer,Punjab,Ludhiana,2026-04-01,27,45,37.5,synthetic_derived
Software Developer,Punjab,Ludhiana,2026-05-01,32,47,40.51,synthetic_derived
Software Developer,Punjab,Ludhiana,2026-06-01,37,49,43.02,synthetic_derived
Software Developer,Punjab,Ludhiana,2026-07-01,42,51,45.16,synthetic_derived
Software Developer,Punjab,Ludhiana,2026-08-01,47,53,47.0,synthetic_derived
Software Developer,Odisha,Khordha,2024-01-01,25,92,21.37,synthetic_derived
Software Developer,Odisha,Khordha,2024-02-01,30,94,24.19,synthetic_derived
Software Developer,Odisha,Khordha,2024-03-01,35,96,26.72,synthetic_derived
Software Developer,Odisha,Khordha,2024-04-01,40,98,28.99,synthetic_derived
Software Developer,Odisha,Khordha,2024-05-01,45,100,31.03,synthetic_derived
Software Developer,Odisha,Khordha,2024-06-01,50,102,32.89,synthetic_derived
Software Developer,Odisha,Khordha,2024-07-01,55,104,34.59,synthetic_derived
Software Developer,Odisha,Khordha,2024-08-01,60,106,36.14,synthetic_derived
Software Developer,Odisha,Khordha,2024-09-01,65,108,37.57,synthetic_derived
Software Developer,Odisha,Khordha,2024-10-01,70,110,38.89,synthetic_derived
Software Developer,Odisha,Khordha,2024-11-01,75,112,40.11,synthetic_derived
Software Developer,Odisha,Khordha,2024-12-01,80,114,41.24,synthetic_derived
Software Developer,Odisha,Khordha,2025-01-01,20,26,43.48,synthetic_derived
Software Developer,Odisha,Khordha,2025-02-01,25,28,47.17,synthetic_derived
Software Developer,Odisha,Khordha,2025-03-01,30,30,50.0,synthetic_derived
Software Developer,Odisha,Khordha,2025-04-01,35,32,52.24,synthetic_derived
Software Developer,Odisha,Khordha,2025-05-01,40,34,54.05,synthetic_derived
Software Developer,Odisha,Khordha,2025-06-01,45,36,55.56,synthetic_derived
Software Developer,Odisha,Khordha,2025-07-01,50,38,56.82,synthetic_derived
Software Developer,Odisha,Khordha,2025-08-01,55,40,57.89,synthetic_derived
Software Developer,Odisha,Khordha,2025-09-01,60,42,58.82,synthetic_derived
Software Developer,Odisha,Khordha,2025-10-01,65,44,59.63,synthetic_derived
Software Developer,Odisha,Khordha,2025-11-01,70,46,60.34,synthetic_derived
Software Developer,Odisha,Khordha,2025-12-01,75,48,60.98,synthetic_derived
Software Developer,Odisha,Khordha,2026-01-01,80,50,61.54,synthetic_derived
Software Developer,Odisha,Khordha,2026-02-01,20,52,27.78,synthetic_derived
Software Developer,Odisha,Khordha,2026-03-01,25,54,31.65,synthetic_derived
Software Developer,Odisha,Khordha,2026-04-01,30,56,34.88,synthetic_derived
Software Developer,Odisha,Khordha,2026-05-01,35,58,37.63,synthetic_derived
Software Developer,Odisha,Khordha,2026-06-01,40,60,40.0,synthetic_derived
Software Developer,Odisha,Khordha,2026-07-01,45,62,42.06,synthetic_derived
Software Developer,Odisha,Khordha,2026-08-01,50,64,43.86,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-01-01,28,103,21.37,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-02-01,33,105,23.91,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-03-01,38,107,26.21,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-04-01,43,109,28.29,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-05-01,48,111,30.19,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-06-01,53,113,31.93,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-07-01,58,25,69.88,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-08-01,63,27,70.0,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-09-01,68,29,70.1,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-10-01,73,31,70.19,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-11-01,78,33,70.27,synthetic_derived
Software Developer,Telangana,Hyderabad,2024-12-01,18,35,33.96,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-01-01,23,37,38.33,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-02-01,28,39,41.79,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-03-01,33,41,44.59,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-04-01,38,43,46.91,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-05-01,43,45,48.86,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-06-01,48,47,50.53,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-07-01,53,49,51.96,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-08-01,58,51,53.21,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-09-01,63,53,54.31,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-10-01,68,55,55.28,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-11-01,73,57,56.15,synthetic_derived
Software Developer,Telangana,Hyderabad,2025-12-01,78,59,56.93,synthetic_derived
Software Developer,Telangana,Hyderabad,2026-01-01,18,61,22.78,synthetic_derived
Software Developer,Telangana,Hyderabad,2026-02-01,23,63,26.74,synthetic_derived
Software Developer,Telangana,Hyderabad,2026-03-01,28,65,30.11,synthetic_derived
Software Developer,Telangana,Hyderabad,2026-04-01,33,67,33.0,synthetic_derived
Software Developer,Telangana,Hyderabad,2026-05-01,38,69,35.51,synthetic_derived
Software Developer,Telangana,Hyderabad,2026-06-01,43,71,37.72,synthetic_derived
Software Developer,Telangana,Hyderabad,2026-07-01,48,73,39.67,synthetic_derived
Software Developer,Telangana,Hyderabad,2026-08-01,53,75,41.41,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-01-01,31,114,21.38,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-02-01,36,26,58.06,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-03-01,41,28,59.42,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-04-01,46,30,60.53,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-05-01,51,32,61.45,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-06-01,56,34,62.22,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-07-01,61,36,62.89,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-08-01,66,38,63.46,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-09-01,71,40,63.96,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-10-01,76,42,64.41,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-11-01,81,44,64.8,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2024-12-01,21,46,31.34,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-01-01,26,48,35.14,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-02-01,31,50,38.27,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-03-01,36,52,40.91,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-04-01,41,54,43.16,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-05-01,46,56,45.1,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-06-01,51,58,46.79,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-07-01,56,60,48.28,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-08-01,61,62,49.59,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-09-01,66,64,50.77,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-10-01,71,66,51.82,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-11-01,76,68,52.78,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2025-12-01,81,70,53.64,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2026-01-01,21,72,22.58,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2026-02-01,26,74,26.0,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2026-03-01,31,76,28.97,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2026-04-01,36,78,31.58,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2026-05-01,41,80,33.88,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2026-06-01,46,82,35.94,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2026-07-01,51,84,37.78,synthetic_derived
Software Developer,Tamil Nadu,Coimbatore,2026-08-01,56,86,39.44,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-01-01,34,35,49.28,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-02-01,39,37,51.32,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-03-01,44,39,53.01,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-04-01,49,41,54.44,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-05-01,54,43,55.67,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-06-01,59,45,56.73,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-07-01,64,47,57.66,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-08-01,69,49,58.47,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-09-01,74,51,59.2,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-10-01,79,53,59.85,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-11-01,19,55,25.68,synthetic_derived
Software Developer,Odisha,Sundargarh,2024-12-01,24,57,29.63,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-01-01,29,59,32.95,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-02-01,34,61,35.79,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-03-01,39,63,38.24,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-04-01,44,65,40.37,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-05-01,49,67,42.24,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-06-01,54,69,43.9,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-07-01,59,71,45.38,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-08-01,64,73,46.72,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-09-01,69,75,47.92,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-10-01,74,77,49.01,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-11-01,79,79,50.0,synthetic_derived
Software Developer,Odisha,Sundargarh,2025-12-01,19,81,19.0,synthetic_derived
Software Developer,Odisha,Sundargarh,2026-01-01,24,83,22.43,synthetic_derived
Software Developer,Odisha,Sundargarh,2026-02-01,29,85,25.44,synthetic_derived
Software Developer,Odisha,Sundargarh,2026-03-01,34,87,28.1,synthetic_derived
Software Developer,Odisha,Sundargarh,2026-04-01,39,89,30.47,synthetic_derived
Software Developer,Odisha,Sundargarh,2026-05-01,44,91,32.59,synthetic_derived
Software Developer,Odisha,Sundargarh,2026-06-01,49,93,34.51,synthetic_derived
Software Developer,Odisha,Sundargarh,2026-07-01,54,95,36.24,synthetic_derived
Software Developer,Odisha,Sundargarh,2026-08-01,59,97,37.82,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-01-01,37,46,44.58,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-02-01,42,48,46.67,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-03-01,47,50,48.45,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-04-01,52,52,50.0,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-05-01,57,54,51.35,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-06-01,62,56,52.54,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-07-01,67,58,53.6,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-08-01,72,60,54.55,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-09-01,77,62,55.4,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-10-01,82,64,56.16,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-11-01,22,66,25.0,synthetic_derived
Software Developer,Bihar,Muzaffarpur,2024-12-01,27,68,28.42,synthetic_derived
