Trainee_ID,Course,Training_Provider,Training_Duration_Weeks,Attendance_Percent,Assessment_Score,Certification,Internship,Previous_Experience_Years,Target_Job_Role,Completion_Date,Training_Start_Date,Training_Performance,Data_Origin,State,District,Education_Level,Rural_Urban,Skill_Gap_Score,Missing_Skill_Count,Skill_Coverage_Percent,Snapshot_Date,Demand_Score,Skills_Text,Placement_Target
TRN-SIH26135-046549,Accounting & GST,SkillForge Institute,20,61.6,34.3,Yes,Yes,0.2,Account Executive,2024-11-20,2024-07-03,46.59,derived_training_snapshot,Punjab,Amritsar,Diploma,Rural,100.0,3,0.0,2024-11-01,61.54,healthcare_operations javascript linux,1
TRN-SIH26135-046550,Advanced Java Development,SkillForge Institute,8,59.9,77.6,No,Yes,0.7,Software Developer,2024-12-03,2024-10-08,69.63,derived_training_snapshot,Gujarat,Ahmedabad,Graduate,Urban,100.0,3,0.0,2024-12-01,21.32,excel power_bi react,1
TRN-SIH26135-046551,Graphic Design,TechSkill Academy,4,69.3,65.0,Yes,No,0.6,Graphic Designer,2024-12-16,2024-11-18,66.94,derived_training_snapshot,Odisha,Cuttack,Postgraduate,Rural,100.0,3,0.0,2024-12-01,33.03,linux networking react,1
TRN-SIH26135-046552,Electrical Technician,NSDC Partner Hub,6,90.2,84.5,Yes,No,1.7,Technician,2024-12-29,2024-11-17,87.06,derived_training_snapshot,Maharashtra,Nashik,Graduate,Urban,71.26,2,33.33,2024-12-01,40.44,autocad data_analysis react,1
TRN-SIH26135-046553,Accounting & GST,NSDC Partner Hub,16,78.9,65.8,Yes,Yes,0.3,Account Executive,2025-01-11,2024-09-21,71.7,derived_training_snapshot,Telangana,Nizamabad,12th,Urban,100.0,3,0.0,2025-01-01,44.25,aws networking react,1
TRN-SIH26135-046554,Advanced Java Development,FutureWorks Training,4,58.9,54.0,Yes,No,0.6,Software Developer,2025-01-24,2024-12-27,56.2,derived_training_snapshot,Punjab,Ludhiana,12th,Rural,100.0,3,0.0,2025-01-01,43.85,excel javascript react,0
TRN-SIH26135-046555,Accounting & GST,NSDC Partner Hub,12,93.1,95.9,Yes,No,2.6,Account Executive,2025-02-06,2024-11-14,94.64,derived_training_snapshot,West Bengal,Siliguri,Postgraduate,Urban,50.0,2,33.33,2025-02-01,42.86,accounting azure sql,1
TRN-SIH26135-046556,Digital Marketing,SkillForge Institute,4,53.8,82.2,Yes,No,1.7,Digital Marketing Executive,2025-02-19,2025-01-22,69.42,derived_training_snapshot,Uttar Pradesh,Varanasi,10th,Rural,100.0,3,0.0,2025-02-01,33.82,autocad data_analysis power_bi,0
TRN-SIH26135-046557,Python Programming,FutureWorks Training,12,59.2,58.7,Yes,No,1.7,Software Developer,2025-03-04,2024-12-10,58.93,derived_training_snapshot,Maharashtra,Mumbai,12th,Urban,100.0,3,0.0,2025-03-01,29.46,data_analysis javascript linux,1
TRN-SIH26135-046558,Healthcare Assistant,Pragati Learning Hub,8,91.6,84.6,Yes,No,1.2,Healthcare Assistant,2025-03-17,2025-01-20,87.75,derived_training_snapshot,Kerala,Kochi,10th,Urban,100.0,3,0.0,2025-03-01,45.88,azure data_analysis python,1
TRN-SIH26135-046559,Retail Operations,SkillForge Institute,20,82.4,69.6,Yes,Yes,6.7,Sales Executive,2025-03-30,2024-11-10,75.36,derived_training_snapshot,Odisha,Cuttack,ITI,Rural,24.33,1,66.67,2025-03-01,42.21,communication digital_marketing sales,1
TRN-SIH26135-046560,Retail Operations,SkillForge Institute,12,71.4,52.7,Yes,No,0.6,Sales Executive,2025-04-12,2025-01-18,61.12,derived_training_snapshot,Maharashtra,Mumbai,ITI,Urban,100.0,3,0.0,2025-04-01,29.03,digital_marketing healthcare_operations java,1
TRN-SIH26135-046561,Cloud Computing,Digital India Centre,12,100.0,98.3,Yes,Yes,2.4,Cloud Associate,2025-04-25,2025-01-31,99.06,derived_training_snapshot,West Bengal,Howrah,Diploma,Urban,75.0,2,33.33,2025-04-01,59.55,communication linux sql,1
TRN-SIH26135-046562,Python Programming,Empower Skills Institute,12,80.8,84.7,Yes,No,0.6,Software Developer,2025-05-08,2025-02-13,82.95,derived_training_snapshot,Gujarat,Surat,Diploma,Urban,100.0,3,0.0,2025-05-01,41.9,autocad linux react,1
TRN-SIH26135-046563,Web Development,SkillForge Institute,12,66.8,61.6,No,Yes,0.3,Web Developer,2025-05-21,2025-02-26,63.94,derived_training_snapshot,Kerala,Kochi,12th,Rural,100.0,3,0.0,2025-05-01,20.21,accounting cybersecurity python,1
TRN-SIH26135-046564,Electrical Technician,Odisha Skill Centre,6,66.6,70.6,Yes,No,0.8,Technician,2025-06-03,2025-04-22,68.8,derived_training_snapshot,Tamil Nadu,Coimbatore,Diploma,Rural,74.02,2,33.33,2025-06-01,48.87,healthcare_operations linux networking,0
TRN-SIH26135-046565,Graphic Design,Empower Skills Institute,8,72.6,63.3,Yes,No,2.4,Graphic Designer,2025-06-16,2025-04-21,67.48,derived_training_snapshot,Gujarat,Ahmedabad,12th,Rural,75.0,2,33.33,2025-06-01,26.76,excel linux sql,1
TRN-SIH26135-046566,Accounting & GST,NSDC Partner Hub,12,84.6,88.2,Yes,No,1.0,Account Executive,2025-06-29,2025-04-06,86.58,derived_training_snapshot,Rajasthan,Jodhpur,Graduate,Urban,100.0,3,0.0,2025-06-01,15.2,azure javascript linux,1
TRN-SIH26135-046567,Digital Marketing,SkillForge Institute,6,98.1,75.5,Yes,Yes,0.1,Digital Marketing Executive,2025-07-12,2025-05-31,85.67,derived_training_snapshot,Karnataka,Mysuru,Postgraduate,Urban,100.0,3,0.0,2025-07-01,33.96,accounting java python,1
TRN-SIH26135-046568,Digital Marketing,Empower Skills Institute,8,90.2,64.1,No,No,0.4,Digital Marketing Executive,2025-07-25,2025-05-30,75.84,derived_training_snapshot,Kerala,Thiruvananthapuram,Postgraduate,Rural,100.0,3,0.0,2025-07-01,68.04,data_analysis javascript react,1
TRN-SIH26135-046569,Graphic Design,SkillForge Institute,12,69.3,47.9,Yes,Yes,1.2,Graphic Designer,2025-08-07,2025-05-15,57.53,derived_training_snapshot,Telangana,Nizamabad,12th,Urban,100.0,3,0.0,2025-08-01,35.03,cybersecurity javascript linux,1
TRN-SIH26135-046570,Machine Learning,SkillForge Institute,12,76.7,65.5,Yes,No,4.3,Data Analyst,2025-08-20,2025-05-28,70.54,derived_training_snapshot,Maharashtra,Nashik,ITI,Urban,72.8,2,33.33,2025-08-01,41.94,azure networking sql,1
TRN-SIH26135-046571,Graphic Design,Udaan Skills,6,67.4,63.4,Yes,No,1.5,Graphic Designer,2025-09-02,2025-07-22,65.2,derived_training_snapshot,Maharashtra,Nagpur,Graduate,Rural,82.75,2,33.33,2025-09-01,25.78,excel linux networking,1
TRN-SIH26135-046572,Cloud Computing,NextGen Academy,24,83.8,58.3,Yes,Yes,0.3,Cloud Associate,2025-09-15,2025-03-31,69.78,derived_training_snapshot,Maharashtra,Nagpur,10th,Urban,72.09,2,33.33,2025-09-01,48.28,azure java react,1
TRN-SIH26135-046573,Cloud Computing,NextGen Academy,8,69.5,62.6,Yes,Yes,2.3,Cloud Associate,2025-09-28,2025-08-03,65.71,derived_training_snapshot,Odisha,Cuttack,Diploma,Urban,75.45,2,33.33,2025-09-01,42.74,azure machine_learning power_bi,1
TRN-SIH26135-046574,Electrical Technician,TechSkill Academy,6,44.0,75.1,Yes,Yes,0.5,Technician,2025-10-11,2025-08-30,61.11,derived_training_snapshot,Odisha,Khordha,12th,Rural,100.0,3,0.0,2025-10-01,59.4,communication python react,0
TRN-SIH26135-046575,Electrical Technician,NSDC Partner Hub,8,73.2,67.6,No,Yes,1.4,Technician,2025-10-24,2025-08-29,70.12,derived_training_snapshot,Odisha,Sundargarh,Graduate,Rural,60.4,2,33.33,2025-10-01,20.91,autocad java sql,1
TRN-SIH26135-046576,Accounting & GST,SkillForge Institute,4,78.9,61.8,Yes,Yes,0.4,Account Executive,2025-11-06,2025-10-09,69.5,derived_training_snapshot,West Bengal,Kolkata,12th,Urban,100.0,3,0.0,2025-11-01,47.73,autocad cybersecurity sales,0
TRN-SIH26135-046577,Web Development,Odisha Skill Centre,20,74.0,85.2,Yes,No,1.8,Web Developer,2025-11-19,2025-07-02,80.16,derived_training_snapshot,Rajasthan,Jaipur,Graduate,Rural,62.35,2,33.33,2025-11-01,37.58,aws javascript machine_learning,1
TRN-SIH26135-046578,Digital Marketing,Pragati Learning Hub,16,67.7,66.5,Yes,No,0.9,Digital Marketing Executive,2025-12-02,2025-08-12,67.04,derived_training_snapshot,Maharashtra,Nashik,ITI,Urban,66.19,2,33.33,2025-12-01,20.77,aws digital_marketing react,1
TRN-SIH26135-046579,Digital Marketing,NextGen Academy,24,83.1,76.9,Yes,No,0.6,Digital Marketing Executive,2025-12-15,2025-06-30,79.69,derived_training_snapshot,Rajasthan,Jaipur,Graduate,Urban,100.0,3,0.0,2025-12-01,20.45,accounting azure sales,1
TRN-SIH26135-046580,Healthcare Assistant,FutureWorks Training,12,70.5,81.1,Yes,Yes,0.5,Healthcare Assistant,2024-01-08,2023-10-16,76.33,derived_training_snapshot,Odisha,Khordha,12th,Urban,70.0,2,33.33,2024-01-01,48.1,communication linux sql,1
TRN-SIH26135-046581,Cybersecurity,TechSkill Academy,4,100.0,92.2,Yes,Yes,0.3,Cybersecurity Associate,2024-01-21,2023-12-24,95.71,derived_training_snapshot,Kerala,Thiruvananthapuram,10th,Urban,100.0,3,0.0,2024-01-01,26.47,excel healthcare_operations python,1
TRN-SIH26135-046582,Machine Learning,Pragati Learning Hub,12,80.9,71.9,Yes,Yes,3.0,Data Analyst,2024-02-03,2023-11-11,75.95,derived_training_snapshot,Tamil Nadu,Madurai,Diploma,Rural,100.0,3,0.0,2024-02-01,37.7,cybersecurity data_analysis react,1
TRN-SIH26135-046583,Mobile App Development,Odisha Skill Centre,20,76.9,84.4,No,Yes,2.1,Software Developer,2024-02-16,2023-09-29,81.03,derived_training_snapshot,Karnataka,Mysuru,Graduate,Rural,100.0,3,0.0,2024-02-01,18.98,azure digital_marketing machine_learning,1
TRN-SIH26135-046584,Electrical Technician,SkillForge Institute,8,87.5,69.7,Yes,Yes,0.5,Technician,2024-02-29,2024-01-04,77.71,derived_training_snapshot,Uttar Pradesh,Noida,Graduate,Urban,75.0,2,33.33,2024-02-01,50.77,aws excel react,1
TRN-SIH26135-046585,Graphic Design,National Training Network,12,70.9,82.7,No,No,0.6,Graphic Designer,2024-03-13,2023-12-20,77.39,derived_training_snapshot,Bihar,Patna,12th,Urban,100.0,3,0.0,2024-03-01,39.86,autocad azure machine_learning,1
TRN-SIH26135-046586,Accounting & GST,Udaan Skills,6,61.0,54.8,Yes,Yes,2.2,Account Executive,2024-03-26,2024-02-13,57.59,derived_training_snapshot,Kerala,Thiruvananthapuram,Graduate,Rural,73.0,2,33.33,2024-03-01,25.0,accounting java machine_learning,1
TRN-SIH26135-046587,Cybersecurity,Empower Skills Institute,20,74.5,63.2,No,No,3.8,Cybersecurity Associate,2024-04-08,2023-11-20,68.28,derived_training_snapshot,Tamil Nadu,Coimbatore,Graduate,Urban,100.0,3,0.0,2024-04-01,43.4,accounting aws digital_marketing,1
TRN-SIH26135-046588,Python Programming,National Training Network,4,83.3,61.0,Yes,No,4.8,Software Developer,2024-04-21,2024-03-24,71.03,derived_training_snapshot,Tamil Nadu,Coimbatore,12th,Rural,100.0,3,0.0,2024-04-01,60.53,accounting excel react,1
TRN-SIH26135-046589,Cloud Computing,TechSkill Academy,6,71.2,74.5,Yes,No,1.1,Cloud Associate,2024-05-04,2024-03-23,73.02,derived_training_snapshot,Tamil Nadu,Salem,Graduate,Rural,100.0,3,0.0,2024-05-01,31.51,accounting networking python,1
TRN-SIH26135-046590,Cloud Computing,NSDC Partner Hub,16,94.2,82.3,Yes,Yes,1.4,Cloud Associate,2024-05-17,2024-01-26,87.66,derived_training_snapshot,West Bengal,Durgapur,Diploma,Rural,100.0,3,0.0,2024-05-01,41.9,autocad communication javascript,1
TRN-SIH26135-046591,Web Development,FutureWorks Training,20,86.1,71.3,Yes,No,0.4,Web Developer,2024-05-30,2024-01-11,77.96,derived_training_snapshot,Tamil Nadu,Salem,10th,Urban,71.15,2,33.33,2024-05-01,45.95,azure communication javascript,1
TRN-SIH26135-046592,Retail Operations,National Training Network,8,81.1,64.9,Yes,No,1.3,Sales Executive,2024-06-12,2024-04-17,72.19,derived_training_snapshot,Kerala,Thiruvananthapuram,Graduate,Urban,53.06,2,33.33,2024-06-01,16.67,digital_marketing healthcare_operations sales,1
TRN-SIH26135-046593,Machine Learning,SkillForge Institute,20,80.1,83.0,Yes,No,2.5,Data Analyst,2024-06-25,2024-02-06,81.7,derived_training_snapshot,Telangana,Nizamabad,Graduate,Rural,65.0,2,33.33,2024-06-01,36.0,digital_marketing python sales,1
TRN-SIH26135-046594,Accounting & GST,National Training Network,12,100.0,70.8,No,Yes,3.3,Account Executive,2024-07-08,2024-04-15,83.94,derived_training_snapshot,Tamil Nadu,Chennai,Graduate,Rural,72.23,2,33.33,2024-07-01,40.22,excel python react,1
TRN-SIH26135-046595,Digital Marketing,Empower Skills Institute,8,59.5,60.7,Yes,No,0.7,Digital Marketing Executive,2024-07-21,2024-05-26,60.16,derived_training_snapshot,Odisha,Sundargarh,Diploma,Urban,70.25,2,33.33,2024-07-01,57.14,autocad cybersecurity digital_marketing,0
TRN-SIH26135-046596,Advanced Java Development,TechSkill Academy,12,61.9,75.7,No,Yes,2.0,Software Developer,2024-08-03,2024-05-11,69.49,derived_training_snapshot,Telangana,Warangal,Diploma,Rural,65.19,2,33.33,2024-08-01,15.45,java power_bi react,1
TRN-SIH26135-046597,Web Development,NextGen Academy,20,82.9,73.6,No,Yes,2.4,Web Developer,2024-08-16,2024-03-29,77.78,derived_training_snapshot,Odisha,Sundargarh,ITI,Urban,79.56,2,33.33,2024-08-01,28.09,azure digital_marketing react,1
TRN-SIH26135-046598,Cybersecurity,Udaan Skills,8,72.7,63.1,No,Yes,1.3,Cybersecurity Associate,2024-08-29,2024-07-04,67.42,derived_training_snapshot,Karnataka,Bengaluru,Diploma,Urban,56.88,2,33.33,2024-08-01,63.25,cybersecurity data_analysis power_bi,1
TRN-SIH26135-046599,Python Programming,Udaan Skills,12,74.5,63.7,Yes,Yes,0.4,Software Developer,2024-09-11,2024-06-19,68.56,derived_training_snapshot,Telangana,Hyderabad,Graduate,Rural,72.09,2,33.33,2024-09-01,70.1,accounting java power_bi,1
TRN-SIH26135-046600,Machine Learning,TechSkill Academy,16,73.2,71.4,Yes,Yes,0.6,Data Analyst,2024-09-24,2024-06-04,72.21,derived_training_snapshot,Bihar,Muzaffarpur,10th,Rural,100.0,3,0.0,2024-09-01,53.16,autocad healthcare_operations react,1
TRN-SIH26135-046601,Cloud Computing,FutureWorks Training,12,100.0,76.2,No,No,5.4,Cloud Associate,2024-10-07,2024-07-15,86.91,derived_training_snapshot,Rajasthan,Jodhpur,12th,Rural,100.0,3,0.0,2024-10-01,34.93,cybersecurity digital_marketing sql,1
TRN-SIH26135-046602,Web Development,FutureWorks Training,4,97.0,100.0,Yes,Yes,3.1,Web Developer,2024-10-20,2024-09-22,98.65,derived_training_snapshot,Tamil Nadu,Coimbatore,12th,Rural,100.0,3,0.0,2024-10-01,35.96,aws communication java,1
TRN-SIH26135-046603,Mobile App Development,Udaan Skills,24,100.0,91.6,Yes,No,2.3,Software Developer,2024-11-02,2024-05-18,95.38,derived_training_snapshot,Gujarat,Vadodara,12th,Rural,65.0,2,33.33,2024-11-01,48.09,communication linux python,1
TRN-SIH26135-046604,Data Analytics,Empower Skills Institute,8,90.7,85.2,Yes,Yes,2.0,Data Analyst,2024-11-15,2024-09-20,87.68,derived_training_snapshot,Bihar,Muzaffarpur,Graduate,Urban,25.0,1,66.67,2024-11-01,55.91,healthcare_operations python sql,1
TRN-SIH26135-046605,Digital Marketing,National Training Network,16,83.7,67.8,No,Yes,1.7,Digital Marketing Executive,2024-11-28,2024-08-08,74.95,derived_training_snapshot,Maharashtra,Mumbai,ITI,Rural,100.0,3,0.0,2024-11-01,46.61,aws react sql,0
TRN-SIH26135-046606,Data Analytics,TechSkill Academy,6,62.1,49.0,Yes,Yes,1.8,Data Analyst,2024-12-11,2024-10-30,54.9,derived_training_snapshot,Telangana,Nizamabad,12th,Urban,100.0,3,0.0,2024-12-01,46.48,autocad digital_marketing react,0
TRN-SIH26135-046607,Mobile App Development,NSDC Partner Hub,6,80.1,73.6,Yes,No,0.5,Software Developer,2024-12-24,2024-11-12,76.53,derived_training_snapshot,Gujarat,Vadodara,12th,Urban,100.0,3,0.0,2024-12-01,49.28,cybersecurity excel networking,1
TRN-SIH26135-046608,Healthcare Assistant,Pragati Learning Hub,8,77.2,67.1,Yes,No,2.2,Healthcare Assistant,2025-01-06,2024-11-11,71.65,derived_training_snapshot,West Bengal,Kolkata,Diploma,Urban,58.69,2,33.33,2025-01-01,41.04,accounting healthcare_operations machine_learning,0
TRN-SIH26135-046609,Accounting & GST,TechSkill Academy,4,79.7,67.6,No,No,0.9,Account Executive,2025-01-19,2024-12-22,73.05,derived_training_snapshot,Gujarat,Vadodara,Graduate,Rural,62.69,2,33.33,2025-01-01,71.93,accounting networking power_bi,1
TRN-SIH26135-046610,Networking,SkillForge Institute,4,85.7,91.4,Yes,Yes,1.3,Support Engineer,2025-02-01,2025-01-04,88.84,derived_training_snapshot,West Bengal,Durgapur,12th,Urban,100.0,3,0.0,2025-02-01,73.39,autocad javascript react,1
TRN-SIH26135-046611,Retail Operations,National Training Network,16,67.3,67.3,Yes,No,0.8,Sales Executive,2025-02-14,2024-10-25,67.3,derived_training_snapshot,Punjab,Jalandhar,Graduate,Rural,100.0,3,0.0,2025-02-01,61.65,data_analysis digital_marketing power_bi,1
TRN-SIH26135-046612,Web Development,Pragati Learning Hub,16,59.7,64.1,Yes,Yes,2.0,Web Developer,2025-02-27,2024-11-07,62.12,derived_training_snapshot,Kerala,Kozhikode,ITI,Rural,66.35,2,33.33,2025-02-01,55.0,java javascript machine_learning,1
TRN-SIH26135-046613,Python Programming,Digital India Centre,6,84.2,71.1,Yes,No,5.3,Software Developer,2025-03-12,2025-01-29,77.0,derived_training_snapshot,Odisha,Khordha,ITI,Rural,73.4,2,33.33,2025-03-01,50.0,excel java networking,1
TRN-SIH26135-046614,Accounting & GST,TechSkill Academy,12,73.8,71.4,Yes,Yes,1.5,Account Executive,2025-03-25,2024-12-31,72.48,derived_training_snapshot,Gujarat,Rajkot,Diploma,Urban,100.0,3,0.0,2025-03-01,54.55,autocad networking power_bi,1
TRN-SIH26135-046615,Mobile App Development,Pragati Learning Hub,12,84.2,61.0,Yes,Yes,4.0,Software Developer,2025-04-07,2025-01-13,71.44,derived_training_snapshot,Maharashtra,Mumbai,10th,Urban,70.69,2,33.33,2025-04-01,31.62,autocad machine_learning python,1
TRN-SIH26135-046616,Cloud Computing,Odisha Skill Centre,6,60.4,31.3,Yes,Yes,0.9,Cloud Associate,2025-04-20,2025-03-09,44.4,derived_training_snapshot,Gujarat,Surat,12th,Urban,86.64,2,33.33,2025-04-01,23.86,data_analysis linux react,0
TRN-SIH26135-046617,Networking,NextGen Academy,8,80.7,70.0,No,No,3.2,Support Engineer,2025-05-03,2025-03-08,74.81,derived_training_snapshot,Gujarat,Surat,Graduate,Urban,73.6,2,33.33,2025-05-01,42.93,javascript networking sales,1
TRN-SIH26135-046618,Python Programming,NextGen Academy,12,69.3,61.1,Yes,No,2.1,Software Developer,2025-05-16,2025-02-21,64.79,derived_training_snapshot,Bihar,Muzaffarpur,12th,Rural,100.0,3,0.0,2025-05-01,40.0,autocad aws data_analysis,1
TRN-SIH26135-046619,Graphic Design,Pragati Learning Hub,16,58.7,63.5,Yes,No,0.7,Graphic Designer,2025-05-29,2025-02-06,61.34,derived_training_snapshot,Maharashtra,Nagpur,Diploma,Urban,100.0,3,0.0,2025-05-01,47.27,cybersecurity data_analysis sql,1
TRN-SIH26135-046620,Web Development,FutureWorks Training,12,86.4,91.9,No,Yes,2.2,Web Developer,2025-06-11,2025-03-19,89.43,derived_training_snapshot,Gujarat,Ahmedabad,12th,Urban,48.46,1,66.67,2025-06-01,64.52,accounting javascript sql,1
TRN-SIH26135-046621,Data Analytics,Empower Skills Institute,20,65.2,39.3,Yes,Yes,0.9,Data Analyst,2025-06-24,2025-02-04,50.95,derived_training_snapshot,Bihar,Gaya,12th,Rural,100.0,3,0.0,2025-06-01,20.45,autocad communication react,0
TRN-SIH26135-046622,Retail Operations,Empower Skills Institute,12,62.3,63.5,Yes,No,5.9,Sales Executive,2025-07-07,2025-04-14,62.96,derived_training_snapshot,West Bengal,Durgapur,12th,Urban,48.64,1,66.67,2025-07-01,47.27,excel sales sql,1
TRN-SIH26135-046623,Machine Learning,Odisha Skill Centre,6,76.3,62.2,Yes,No,3.1,Data Analyst,2025-07-20,2025-06-08,68.55,derived_training_snapshot,Telangana,Hyderabad,Graduate,Urban,100.0,3,0.0,2025-07-01,13.64,communication linux machine_learning,0
TRN-SIH26135-046624,Cloud Computing,Odisha Skill Centre,12,61.7,64.8,Yes,Yes,0.2,Cloud Associate,2025-08-02,2025-05-10,63.41,derived_training_snapshot,Uttar Pradesh,Noida,Graduate,Rural,70.7,2,33.33,2025-08-01,34.68,aws excel java,1
TRN-SIH26135-046625,Python Programming,Digital India Centre,8,71.5,66.9,Yes,Yes,0.9,Software Developer,2025-08-15,2025-06-20,68.97,derived_training_snapshot,West Bengal,Kolkata,Graduate,Rural,73.59,2,33.33,2025-08-01,27.46,communication digital_marketing java,1
TRN-SIH26135-046626,Networking,SkillForge Institute,12,65.3,61.0,Yes,Yes,1.5,Support Engineer,2025-08-28,2025-06-05,62.94,derived_training_snapshot,Maharashtra,Nagpur,12th,Urban,82.15,2,33.33,2025-08-01,33.14,communication cybersecurity javascript,1
TRN-SIH26135-046627,Cybersecurity,Empower Skills Institute,6,70.2,76.6,Yes,Yes,0.9,Cybersecurity Associate,2025-09-10,2025-07-30,73.72,derived_training_snapshot,Bihar,Muzaffarpur,Graduate,Urban,100.0,3,0.0,2025-09-01,34.88,autocad azure healthcare_operations,1
TRN-SIH26135-046628,Cloud Computing,Pragati Learning Hub,8,82.5,76.0,Yes,Yes,0.9,Cloud Associate,2025-09-23,2025-07-29,78.93,derived_training_snapshot,Gujarat,Rajkot,Postgraduate,Urban,60.0,2,33.33,2025-09-01,29.55,aws data_analysis machine_learning,0
TRN-SIH26135-046629,Mobile App Development,NSDC Partner Hub,8,96.3,78.7,No,No,3.4,Software Developer,2025-10-06,2025-08-11,86.62,derived_training_snapshot,Odisha,Khordha,Graduate,Rural,70.0,2,33.33,2025-10-01,59.63,autocad machine_learning sql,1
TRN-SIH26135-046630,Retail Operations,SkillForge Institute,16,72.7,92.0,Yes,No,1.1,Sales Executive,2025-10-19,2025-06-29,83.31,derived_training_snapshot,Punjab,Jalandhar,Diploma,Urban,100.0,3,0.0,2025-10-01,45.97,accounting power_bi sql,1
TRN-SIH26135-046631,Graphic Design,National Training Network,8,46.3,59.2,Yes,Yes,1.8,Graphic Designer,2025-11-01,2025-09-06,53.4,derived_training_snapshot,Gujarat,Rajkot,Graduate,Rural,100.0,3,0.0,2025-11-01,42.67,azure python react,1
TRN-SIH26135-046632,Graphic Design,NSDC Partner Hub,16,75.2,82.8,Yes,Yes,3.1,Graphic Designer,2025-11-14,2025-07-25,79.38,derived_training_snapshot,Karnataka,Hubballi,Graduate,Urban,60.0,2,33.33,2025-11-01,53.16,accounting azure communication,1
TRN-SIH26135-046633,Data Analytics,NSDC Partner Hub,8,86.3,100.0,No,Yes,0.3,Data Analyst,2025-11-27,2025-10-02,93.84,derived_training_snapshot,Bihar,Muzaffarpur,Graduate,Urban,100.0,3,0.0,2025-11-01,41.96,data_analysis excel java,1
TRN-SIH26135-046634,Mobile App Development,NSDC Partner Hub,16,100.0,92.4,Yes,Yes,0.6,Software Developer,2025-12-10,2025-08-20,95.82,derived_training_snapshot,Telangana,Nizamabad,Diploma,Rural,65.0,2,33.33,2025-12-01,46.97,autocad cybersecurity java,1
TRN-SIH26135-046635,Healthcare Assistant,TechSkill Academy,12,98.2,76.6,Yes,Yes,2.6,Healthcare Assistant,2024-01-03,2023-10-11,86.32,derived_training_snapshot,Tamil Nadu,Chennai,Graduate,Urban,62.81,2,33.33,2024-01-01,40.16,aws healthcare_operations react,1
TRN-SIH26135-046636,Electrical Technician,Pragati Learning Hub,24,75.6,94.5,Yes,Yes,0.9,Technician,2024-01-16,2023-08-01,86.0,derived_training_snapshot,Gujarat,Vadodara,ITI,Rural,100.0,3,0.0,2024-01-01,31.76,communication data_analysis java,1
TRN-SIH26135-046637,Graphic Design,Odisha Skill Centre,6,68.1,76.7,Yes,Yes,0.4,Graphic Designer,2024-01-29,2023-12-18,72.83,derived_training_snapshot,Maharashtra,Nashik,Graduate,Urban,100.0,3,0.0,2024-01-01,44.14,javascript sales sql,1
TRN-SIH26135-046638,Graphic Design,National Training Network,16,83.4,76.8,Yes,No,1.9,Graphic Designer,2024-02-11,2023-10-22,79.77,derived_training_snapshot,West Bengal,Siliguri,ITI,Urban,35.0,1,66.67,2024-02-01,24.69,aws communication excel,1
TRN-SIH26135-046639,Retail Operations,NextGen Academy,12,79.0,100.0,Yes,Yes,0.7,Sales Executive,2024-02-24,2023-12-02,90.55,derived_training_snapshot,West Bengal,Durgapur,Graduate,Urban,65.0,2,33.33,2024-02-01,45.51,communication cybersecurity networking,1
TRN-SIH26135-046640,Graphic Design,TechSkill Academy,12,82.9,77.5,Yes,No,0.2,Graphic Designer,2024-03-08,2023-12-15,79.93,derived_training_snapshot,Telangana,Hyderabad,Graduate,Urban,27.34,1,66.67,2024-03-01,47.13,communication digital_marketing machine_learning,0
TRN-SIH26135-046641,Advanced Java Development,TechSkill Academy,12,73.9,67.5,No,Yes,0.9,Software Developer,2024-03-21,2023-12-28,70.38,derived_training_snapshot,Odisha,Ganjam,Diploma,Urban,100.0,3,0.0,2024-03-01,55.64,autocad data_analysis sales,1
TRN-SIH26135-046642,Retail Operations,SkillForge Institute,6,80.3,74.8,Yes,No,0.9,Sales Executive,2024-04-03,2024-02-21,77.28,derived_training_snapshot,Gujarat,Rajkot,12th,Urban,66.68,2,33.33,2024-04-01,45.28,communication javascript linux,1
TRN-SIH26135-046643,Graphic Design,Digital India Centre,12,75.2,68.8,Yes,No,0.9,Graphic Designer,2024-04-16,2024-01-23,71.68,derived_training_snapshot,Bihar,Gaya,10th,Urban,75.0,2,33.33,2024-04-01,29.27,aws excel react,1
TRN-SIH26135-046644,Advanced Java Development,NSDC Partner Hub,6,78.1,58.5,No,No,1.5,Software Developer,2024-04-29,2024-03-18,67.32,derived_training_snapshot,Telangana,Warangal,Diploma,Rural,100.0,3,0.0,2024-04-01,40.0,healthcare_operations javascript networking,0
TRN-SIH26135-046645,Digital Marketing,Odisha Skill Centre,12,100.0,94.0,Yes,Yes,0.5,Digital Marketing Executive,2024-05-12,2024-02-18,96.7,derived_training_snapshot,Odisha,Cuttack,10th,Urban,55.5,2,33.33,2024-05-01,52.21,digital_marketing power_bi react,1
TRN-SIH26135-046646,Accounting & GST,National Training Network,24,100.0,94.9,Yes,No,0.2,Account Executive,2024-05-25,2023-12-09,97.2,derived_training_snapshot,Odisha,Sundargarh,ITI,Urban,80.0,2,33.33,2024-05-01,40.38,communication cybersecurity data_analysis,1
TRN-SIH26135-046647,Healthcare Assistant,TechSkill Academy,6,83.1,92.7,Yes,No,1.0,Healthcare Assistant,2024-06-07,2024-04-26,88.38,derived_training_snapshot,West Bengal,Durgapur,12th,Rural,100.0,3,0.0,2024-06-01,17.76,data_analysis react sales,1
