Employment_ID,Trainee_ID,Actual_Job_Role,Industry,Employment_Type,Start_Date,End_Date,Termination_Observed,Data_Origin
EMP-031306,TRN-SIH26135-036339,Data Analyst,Education,Full-time,2024-04-13,,False,synthetic_derived
EMP-031307,TRN-SIH26135-036340,Account Executive,IT Services,Full-time,2024-04-27,,False,synthetic_derived
EMP-031308,TRN-SIH26135-036341,Digital Marketing Executive,Manufacturing,Contract,2024-05-11,,False,synthetic_derived
EMP-031309,TRN-SIH26135-036342,Cybersecurity Associate,Banking & Finance,Apprenticeship,2024-05-25,,False,synthetic_derived
EMP-031310,TRN-SIH26135-036344,Graphic Designer,IT Services,Self-employed,2024-06-21,,False,synthetic_derived
EMP-031311,TRN-SIH26135-036345,Digital Marketing Executive,Banking & Finance,Full-time,2024-07-05,2024-12-17,True,synthetic_derived
EMP-031312,TRN-SIH26135-036346,Cloud Associate,Healthcare,Full-time,2024-07-19,,False,synthetic_derived
EMP-031313,TRN-SIH26135-036347,Digital Marketing Executive,Healthcare,Contract,2024-08-02,,False,synthetic_derived
EMP-031314,TRN-SIH26135-036350,Web Developer,IT Services,Full-time,2024-09-11,,False,synthetic_derived
EMP-031315,TRN-SIH26135-036351,Software Developer,Manufacturing,Full-time,2024-09-25,,False,synthetic_derived
EMP-031316,TRN-SIH26135-036352,Cybersecurity Associate,Manufacturing,Full-time,2024-10-09,,False,synthetic_derived
EMP-031317,TRN-SIH26135-036353,Healthcare Assistant,Manufacturing,Part-time,2024-10-23,,False,synthetic_derived
EMP-031318,TRN-SIH26135-036354,Support Engineer,Logistics,Full-time,2024-11-06,,False,synthetic_derived
EMP-031319,TRN-SIH26135-036355,Software Developer,Logistics,Full-time,2024-11-20,,False,synthetic_derived
EMP-031320,TRN-SIH26135-036356,Sales Executive,Telecom,Contract,2024-12-04,,False,synthetic_derived
EMP-031321,TRN-SIH26135-036357,Graphic Designer,Telecom,Full-time,2024-12-18,,False,synthetic_derived
EMP-031322,TRN-SIH26135-036358,Digital Marketing Executive,Telecom,Full-time,2025-01-01,,False,synthetic_derived
EMP-031323,TRN-SIH26135-036359,Healthcare Assistant,Education,Contract,2025-01-15,,False,synthetic_derived
EMP-031324,TRN-SIH26135-036360,Software Developer,Education,Apprenticeship,2025-01-29,,False,synthetic_derived
EMP-031325,TRN-SIH26135-036361,Web Developer,E-commerce,Full-time,2025-02-12,,False,synthetic_derived
EMP-031326,TRN-SIH26135-036362,Sales Executive,Banking & Finance,Full-time,2025-02-26,,False,synthetic_derived
EMP-031327,TRN-SIH26135-036363,Software Developer,IT Services,Apprenticeship,2025-03-12,,False,synthetic_derived
EMP-031328,TRN-SIH26135-036364,Digital Marketing Executive,Manufacturing,Full-time,2025-03-26,,False,synthetic_derived
EMP-031329,TRN-SIH26135-036365,Healthcare Assistant,Education,Self-employed,2025-04-09,2025-05-17,True,synthetic_derived
EMP-031330,TRN-SIH26135-036366,Data Analyst,IT Services,Apprenticeship,2025-04-23,,False,synthetic_derived
EMP-031331,TRN-SIH26135-036367,Technician,Logistics,Full-time,2025-05-07,,False,synthetic_derived
EMP-031332,TRN-SIH26135-036369,Web Developer,Government Services,Apprenticeship,2025-06-03,,False,synthetic_derived
EMP-031333,TRN-SIH26135-036371,Software Developer,Education,Contract,2025-06-30,,False,synthetic_derived
EMP-031334,TRN-SIH26135-036372,Cloud Associate,Manufacturing,Self-employed,2025-07-14,2025-08-26,True,synthetic_derived
EMP-031335,TRN-SIH26135-036373,Sales Executive,Manufacturing,Contract,2025-07-28,,False,synthetic_derived
EMP-031336,TRN-SIH26135-036374,Technician,IT Services,Full-time,2025-08-11,,False,synthetic_derived
EMP-031337,TRN-SIH26135-036375,Data Analyst,Healthcare,Full-time,2025-08-25,,False,synthetic_derived
EMP-031338,TRN-SIH26135-036377,Account Executive,Manufacturing,Apprenticeship,2025-09-21,,False,synthetic_derived
EMP-031339,TRN-SIH26135-036378,Software Developer,Logistics,Contract,2025-10-05,,False,synthetic_derived
EMP-031340,TRN-SIH26135-036379,Account Executive,Manufacturing,Full-time,2025-10-19,,False,synthetic_derived
EMP-031341,TRN-SIH26135-036380,Software Developer,Telecom,Full-time,2025-11-02,,False,synthetic_derived
EMP-031342,TRN-SIH26135-036381,Web Developer,IT Services,Full-time,2025-11-16,2026-01-06,True,synthetic_derived
EMP-031343,TRN-SIH26135-036382,Technician,Retail,Full-time,2025-11-30,2026-01-21,True,synthetic_derived
EMP-031344,TRN-SIH26135-036383,Software Developer,Banking & Finance,Part-time,2025-12-14,,False,synthetic_derived
EMP-031345,TRN-SIH26135-036384,Web Developer,Logistics,Part-time,2025-12-28,,False,synthetic_derived
EMP-031346,TRN-SIH26135-036385,Software Developer,Healthcare,Apprenticeship,2026-01-11,2026-03-07,True,synthetic_derived
EMP-031347,TRN-SIH26135-036386,Cybersecurity Associate,E-commerce,Full-time,2026-01-25,,False,synthetic_derived
EMP-031348,TRN-SIH26135-036387,Digital Marketing Executive,Retail,Self-employed,2026-02-08,,False,synthetic_derived
EMP-031349,TRN-SIH26135-036388,Technician,Education,Full-time,2026-02-22,,False,synthetic_derived
EMP-031350,TRN-SIH26135-036389,Account Executive,E-commerce,Apprenticeship,2024-03-18,,False,synthetic_derived
EMP-031351,TRN-SIH26135-036390,Software Developer,IT Services,Full-time,2024-04-01,,False,synthetic_derived
EMP-031352,TRN-SIH26135-036391,Technician,Telecom,Part-time,2024-04-15,,False,synthetic_derived
EMP-031353,TRN-SIH26135-036392,Web Developer,E-commerce,Contract,2024-04-29,,False,synthetic_derived
EMP-031354,TRN-SIH26135-036394,Account Executive,Manufacturing,Full-time,2024-05-26,,False,synthetic_derived
EMP-031355,TRN-SIH26135-036395,Graphic Designer,Government Services,Contract,2024-06-09,,False,synthetic_derived
EMP-031356,TRN-SIH26135-036396,Support Engineer,Healthcare,Full-time,2024-06-23,,False,synthetic_derived
EMP-031357,TRN-SIH26135-036397,Technician,E-commerce,Contract,2024-07-07,,False,synthetic_derived
EMP-031358,TRN-SIH26135-036398,Software Developer,Banking & Finance,Full-time,2024-07-21,,False,synthetic_derived
EMP-031359,TRN-SIH26135-036399,Data Analyst,IT Services,Full-time,2024-08-04,,False,synthetic_derived
EMP-031360,TRN-SIH26135-036402,Healthcare Assistant,Retail,Full-time,2024-09-13,,False,synthetic_derived
EMP-031361,TRN-SIH26135-036403,Sales Executive,Banking & Finance,Self-employed,2024-07-19,,False,synthetic_derived
EMP-031362,TRN-SIH26135-036404,Healthcare Assistant,Logistics,Full-time,2024-08-02,,False,synthetic_derived
EMP-031363,TRN-SIH26135-036405,Cybersecurity Associate,Government Services,Full-time,2024-08-16,,False,synthetic_derived
EMP-031364,TRN-SIH26135-036406,Healthcare Assistant,Telecom,Full-time,2024-08-30,,False,synthetic_derived
EMP-031365,TRN-SIH26135-036407,Graphic Designer,Education,Full-time,2024-09-13,,False,synthetic_derived
EMP-031366,TRN-SIH26135-036408,Data Analyst,E-commerce,Contract,2024-09-27,,False,synthetic_derived
EMP-031367,TRN-SIH26135-036409,Cloud Associate,E-commerce,Apprenticeship,2024-10-11,,False,synthetic_derived
EMP-031368,TRN-SIH26135-036410,Healthcare Assistant,IT Services,Full-time,2024-10-25,,False,synthetic_derived
EMP-031369,TRN-SIH26135-036411,Graphic Designer,Banking & Finance,Contract,2024-11-08,,False,synthetic_derived
EMP-031370,TRN-SIH26135-036412,Healthcare Assistant,E-commerce,Full-time,2024-11-22,2025-02-09,True,synthetic_derived
EMP-031371,TRN-SIH26135-036413,Graphic Designer,Education,Full-time,2024-12-06,,False,synthetic_derived
EMP-031372,TRN-SIH26135-036414,Technician,E-commerce,Contract,2024-12-20,,False,synthetic_derived
EMP-031373,TRN-SIH26135-036415,Cybersecurity Associate,Education,Full-time,2025-01-03,,False,synthetic_derived
EMP-031374,TRN-SIH26135-036416,Sales Executive,IT Services,Full-time,2025-01-17,,False,synthetic_derived
EMP-031375,TRN-SIH26135-036417,Data Analyst,Retail,Self-employed,2025-01-31,,False,synthetic_derived
EMP-031376,TRN-SIH26135-036418,Graphic Designer,Healthcare,Apprenticeship,2025-02-14,,False,synthetic_derived
EMP-031377,TRN-SIH26135-036419,Software Developer,Telecom,Self-employed,2025-02-28,,False,synthetic_derived
EMP-031378,TRN-SIH26135-036420,Digital Marketing Executive,Government Services,Apprenticeship,2025-03-14,,False,synthetic_derived
EMP-031379,TRN-SIH26135-036421,Data Analyst,Education,Contract,2025-03-28,,False,synthetic_derived
EMP-031380,TRN-SIH26135-036422,Technician,Retail,Part-time,2025-04-11,,False,synthetic_derived
EMP-031381,TRN-SIH26135-036423,Healthcare Assistant,Banking & Finance,Part-time,2025-04-25,,False,synthetic_derived
EMP-031382,TRN-SIH26135-036424,Graphic Designer,Manufacturing,Apprenticeship,2025-05-09,,False,synthetic_derived
EMP-031383,TRN-SIH26135-036425,Web Developer,Logistics,Full-time,2025-05-23,,False,synthetic_derived
EMP-031384,TRN-SIH26135-036427,Web Developer,IT Services,Full-time,2025-06-19,,False,synthetic_derived
EMP-031385,TRN-SIH26135-036428,Software Developer,Retail,Full-time,2025-07-03,2025-10-05,True,synthetic_derived
EMP-031386,TRN-SIH26135-036429,Cybersecurity Associate,Education,Part-time,2025-07-17,,False,synthetic_derived
EMP-031387,TRN-SIH26135-036430,Support Engineer,Government Services,Full-time,2025-07-31,,False,synthetic_derived
EMP-031388,TRN-SIH26135-036431,Technician,E-commerce,Self-employed,2025-08-14,,False,synthetic_derived
EMP-031389,TRN-SIH26135-036432,Web Developer,Banking & Finance,Full-time,2025-08-28,,False,synthetic_derived
EMP-031390,TRN-SIH26135-036433,Web Developer,IT Services,Full-time,2025-09-11,2025-12-19,True,synthetic_derived
EMP-031391,TRN-SIH26135-036434,Support Engineer,Healthcare,Full-time,2025-09-25,,False,synthetic_derived
EMP-031392,TRN-SIH26135-036435,Software Developer,Banking & Finance,Contract,2025-10-09,,False,synthetic_derived
EMP-031393,TRN-SIH26135-036436,Web Developer,Banking & Finance,Apprenticeship,2025-10-23,2026-02-02,True,synthetic_derived
EMP-031394,TRN-SIH26135-036437,Cybersecurity Associate,Healthcare,Self-employed,2025-11-06,,False,synthetic_derived
EMP-031395,TRN-SIH26135-036438,Data Analyst,Healthcare,Apprenticeship,2025-11-20,,False,synthetic_derived
EMP-031396,TRN-SIH26135-036439,Account Executive,IT Services,Full-time,2025-12-04,,False,synthetic_derived
EMP-031397,TRN-SIH26135-036440,Software Developer,Telecom,Full-time,2025-12-18,,False,synthetic_derived
EMP-031398,TRN-SIH26135-036441,Cloud Associate,Logistics,Full-time,2026-01-01,,False,synthetic_derived
EMP-031399,TRN-SIH26135-036442,Web Developer,Government Services,Full-time,2026-01-15,2026-05-03,True,synthetic_derived
EMP-031400,TRN-SIH26135-036443,Data Analyst,Retail,Full-time,2026-01-29,,False,synthetic_derived
EMP-031401,TRN-SIH26135-036444,Cybersecurity Associate,IT Services,Full-time,2026-02-12,,False,synthetic_derived
EMP-031402,TRN-SIH26135-036445,Sales Executive,Healthcare,Contract,2024-03-08,,False,synthetic_derived
EMP-031403,TRN-SIH26135-036446,Support Engineer,Healthcare,Contract,2024-03-22,,False,synthetic_derived
EMP-031404,TRN-SIH26135-036447,Account Executive,IT Services,Full-time,2024-04-05,,False,synthetic_derived
EMP-031405,TRN-SIH26135-036448,Healthcare Assistant,Government Services,Self-employed,2024-04-19,,False,synthetic_derived
EMP-031406,TRN-SIH26135-036449,Account Executive,Banking & Finance,Full-time,2024-05-03,,False,synthetic_derived
EMP-031407,TRN-SIH26135-036450,Sales Executive,IT Services,Full-time,2024-05-17,,False,synthetic_derived
EMP-031408,TRN-SIH26135-036451,Healthcare Assistant,E-commerce,Part-time,2024-05-31,,False,synthetic_derived
EMP-031409,TRN-SIH26135-036452,Support Engineer,Banking & Finance,Part-time,2024-06-14,,False,synthetic_derived
EMP-031410,TRN-SIH26135-036453,Data Analyst,Education,Apprenticeship,2024-06-28,,False,synthetic_derived
EMP-031411,TRN-SIH26135-036456,Healthcare Assistant,Telecom,Full-time,2024-08-07,,False,synthetic_derived
EMP-031412,TRN-SIH26135-036457,Support Engineer,Banking & Finance,Full-time,2024-08-21,,False,synthetic_derived
EMP-031413,TRN-SIH26135-036458,Data Analyst,Healthcare,Full-time,2024-09-04,,False,synthetic_derived
EMP-031414,TRN-SIH26135-036460,Support Engineer,Education,Part-time,2024-10-01,,False,synthetic_derived
EMP-031415,TRN-SIH26135-036461,Support Engineer,Government Services,Full-time,2024-10-15,,False,synthetic_derived
EMP-031416,TRN-SIH26135-036462,Graphic Designer,Banking & Finance,Full-time,2024-10-29,,False,synthetic_derived
EMP-031417,TRN-SIH26135-036463,Account Executive,Government Services,Full-time,2024-11-12,,False,synthetic_derived
EMP-031418,TRN-SIH26135-036464,Software Developer,IT Services,Full-time,2024-11-26,,False,synthetic_derived
EMP-031419,TRN-SIH26135-036466,Sales Executive,Banking & Finance,Full-time,2024-12-23,,False,synthetic_derived
EMP-031420,TRN-SIH26135-036467,Web Developer,IT Services,Apprenticeship,2025-01-06,,False,synthetic_derived
EMP-031421,TRN-SIH26135-036468,Healthcare Assistant,Government Services,Full-time,2025-01-20,,False,synthetic_derived
EMP-031422,TRN-SIH26135-036469,Software Developer,Government Services,Self-employed,2025-02-03,2025-06-14,True,synthetic_derived
EMP-031423,TRN-SIH26135-036470,Web Developer,IT Services,Self-employed,2025-02-17,,False,synthetic_derived
EMP-031424,TRN-SIH26135-036471,Web Developer,Government Services,Contract,2025-03-03,,False,synthetic_derived
EMP-031425,TRN-SIH26135-036473,Healthcare Assistant,Healthcare,Full-time,2025-03-30,,False,synthetic_derived
EMP-031426,TRN-SIH26135-036474,Web Developer,Manufacturing,Full-time,2025-04-13,,False,synthetic_derived
EMP-031427,TRN-SIH26135-036475,Graphic Designer,Manufacturing,Full-time,2025-04-27,,False,synthetic_derived
EMP-031428,TRN-SIH26135-036476,Account Executive,Education,Full-time,2025-05-11,2025-09-25,True,synthetic_derived
EMP-031429,TRN-SIH26135-036477,Sales Executive,Education,Full-time,2025-05-25,,False,synthetic_derived
EMP-031430,TRN-SIH26135-036478,Digital Marketing Executive,E-commerce,Self-employed,2025-06-08,,False,synthetic_derived
EMP-031431,TRN-SIH26135-036479,Healthcare Assistant,Government Services,Part-time,2025-04-13,,False,synthetic_derived
EMP-031432,TRN-SIH26135-036481,Cybersecurity Associate,Healthcare,Self-employed,2025-05-10,,False,synthetic_derived
EMP-031433,TRN-SIH26135-036482,Healthcare Assistant,Healthcare,Apprenticeship,2025-05-24,,False,synthetic_derived
EMP-031434,TRN-SIH26135-036483,Data Analyst,IT Services,Self-employed,2025-06-07,2025-10-28,True,synthetic_derived
EMP-031435,TRN-SIH26135-036484,Healthcare Assistant,Banking & Finance,Full-time,2025-06-21,,False,synthetic_derived
EMP-031436,TRN-SIH26135-036486,Software Developer,Manufacturing,Apprenticeship,2025-07-18,,False,synthetic_derived
EMP-031437,TRN-SIH26135-036487,Sales Executive,Healthcare,Contract,2025-08-01,,False,synthetic_derived
EMP-031438,TRN-SIH26135-036488,Support Engineer,IT Services,Apprenticeship,2025-08-15,,False,synthetic_derived
EMP-031439,TRN-SIH26135-036489,Account Executive,Healthcare,Part-time,2025-08-29,,False,synthetic_derived
EMP-031440,TRN-SIH26135-036490,Cloud Associate,E-commerce,Contract,2025-09-12,,False,synthetic_derived
EMP-031441,TRN-SIH26135-036491,Web Developer,Logistics,Self-employed,2025-09-26,,False,synthetic_derived
EMP-031442,TRN-SIH26135-036492,Account Executive,Telecom,Part-time,2025-10-10,,False,synthetic_derived
EMP-031443,TRN-SIH26135-036493,Technician,Healthcare,Contract,2025-10-24,,False,synthetic_derived
EMP-031444,TRN-SIH26135-036494,Digital Marketing Executive,E-commerce,Full-time,2025-11-07,,False,synthetic_derived
EMP-031445,TRN-SIH26135-036495,Graphic Designer,Government Services,Full-time,2025-11-21,,False,synthetic_derived
EMP-031446,TRN-SIH26135-036496,Web Developer,Retail,Full-time,2025-12-05,,False,synthetic_derived
EMP-031447,TRN-SIH26135-036497,Sales Executive,Logistics,Self-employed,2025-12-19,,False,synthetic_derived
EMP-031448,TRN-SIH26135-036498,Graphic Designer,Telecom,Full-time,2026-01-02,,False,synthetic_derived
EMP-031449,TRN-SIH26135-036499,Graphic Designer,E-commerce,Contract,2026-01-16,2026-06-23,True,synthetic_derived
EMP-031450,TRN-SIH26135-036500,Cloud Associate,Banking & Finance,Self-employed,2024-02-10,,False,synthetic_derived
EMP-031451,TRN-SIH26135-036502,Support Engineer,Education,Apprenticeship,2024-03-08,,False,synthetic_derived
EMP-031452,TRN-SIH26135-036503,Technician,Logistics,Apprenticeship,2024-03-22,,False,synthetic_derived
EMP-031453,TRN-SIH26135-036504,Graphic Designer,Retail,Part-time,2024-04-05,,False,synthetic_derived
EMP-031454,TRN-SIH26135-036505,Cloud Associate,Logistics,Apprenticeship,2024-04-19,,False,synthetic_derived
EMP-031455,TRN-SIH26135-036507,Account Executive,Banking & Finance,Full-time,2024-05-16,,False,synthetic_derived
EMP-031456,TRN-SIH26135-036508,Data Analyst,Retail,Full-time,2024-05-30,,False,synthetic_derived
EMP-031457,TRN-SIH26135-036509,Cloud Associate,Telecom,Self-employed,2024-06-13,,False,synthetic_derived
EMP-031458,TRN-SIH26135-036511,Digital Marketing Executive,Manufacturing,Apprenticeship,2024-07-10,,False,synthetic_derived
EMP-031459,TRN-SIH26135-036513,Data Analyst,Education,Contract,2024-08-06,,False,synthetic_derived
EMP-031460,TRN-SIH26135-036514,Sales Executive,Logistics,Apprenticeship,2024-08-20,2025-02-05,True,synthetic_derived
EMP-031461,TRN-SIH26135-036515,Support Engineer,E-commerce,Full-time,2024-09-03,,False,synthetic_derived
EMP-031462,TRN-SIH26135-036516,Data Analyst,Manufacturing,Apprenticeship,2024-09-17,,False,synthetic_derived
EMP-031463,TRN-SIH26135-036517,Support Engineer,Telecom,Full-time,2024-10-01,2025-03-22,True,synthetic_derived
EMP-031464,TRN-SIH26135-036518,Web Developer,Government Services,Full-time,2024-10-15,,False,synthetic_derived
EMP-031465,TRN-SIH26135-036519,Web Developer,IT Services,Full-time,2024-10-29,,False,synthetic_derived
EMP-031466,TRN-SIH26135-036520,Support Engineer,E-commerce,Apprenticeship,2024-11-12,,False,synthetic_derived
EMP-031467,TRN-SIH26135-036521,Cloud Associate,Government Services,Contract,2024-11-26,,False,synthetic_derived
EMP-031468,TRN-SIH26135-036522,Software Developer,Government Services,Part-time,2024-12-10,,False,synthetic_derived
EMP-031469,TRN-SIH26135-036523,Digital Marketing Executive,IT Services,Full-time,2024-12-24,,False,synthetic_derived
EMP-031470,TRN-SIH26135-036524,Healthcare Assistant,Education,Full-time,2025-01-07,,False,synthetic_derived
EMP-031471,TRN-SIH26135-036525,Software Developer,Government Services,Contract,2025-01-21,,False,synthetic_derived
EMP-031472,TRN-SIH26135-036527,Sales Executive,Education,Full-time,2025-02-17,2025-03-25,True,synthetic_derived
EMP-031473,TRN-SIH26135-036528,Cloud Associate,Education,Full-time,2025-03-03,,False,synthetic_derived
EMP-031474,TRN-SIH26135-036530,Graphic Designer,Education,Full-time,2025-03-30,,False,synthetic_derived
EMP-031475,TRN-SIH26135-036531,Healthcare Assistant,Manufacturing,Part-time,2025-04-13,,False,synthetic_derived
EMP-031476,TRN-SIH26135-036532,Account Executive,Banking & Finance,Full-time,2025-04-27,,False,synthetic_derived
EMP-031477,TRN-SIH26135-036533,Account Executive,Government Services,Full-time,2025-05-11,,False,synthetic_derived
EMP-031478,TRN-SIH26135-036534,Support Engineer,IT Services,Contract,2025-05-25,,False,synthetic_derived
EMP-031479,TRN-SIH26135-036536,Digital Marketing Executive,Telecom,Full-time,2025-06-21,,False,synthetic_derived
EMP-031480,TRN-SIH26135-036537,Sales Executive,IT Services,Full-time,2025-07-05,,False,synthetic_derived
EMP-031481,TRN-SIH26135-036538,Cloud Associate,E-commerce,Full-time,2025-07-19,,False,synthetic_derived
EMP-031482,TRN-SIH26135-036539,Healthcare Assistant,IT Services,Full-time,2025-08-02,,False,synthetic_derived
EMP-031483,TRN-SIH26135-036540,Account Executive,Logistics,Part-time,2025-08-16,,False,synthetic_derived
EMP-031484,TRN-SIH26135-036543,Web Developer,Retail,Full-time,2025-09-25,,False,synthetic_derived
EMP-031485,TRN-SIH26135-036544,Cloud Associate,Logistics,Contract,2025-10-09,,False,synthetic_derived
EMP-031486,TRN-SIH26135-036546,Cybersecurity Associate,E-commerce,Contract,2025-11-05,,False,synthetic_derived
EMP-031487,TRN-SIH26135-036547,Cybersecurity Associate,Logistics,Full-time,2025-11-19,,False,synthetic_derived
EMP-031488,TRN-SIH26135-036548,Support Engineer,Manufacturing,Full-time,2025-12-03,,False,synthetic_derived
EMP-031489,TRN-SIH26135-036549,Support Engineer,E-commerce,Full-time,2025-12-17,,False,synthetic_derived
EMP-031490,TRN-SIH26135-036550,Account Executive,Telecom,Full-time,2025-12-31,,False,synthetic_derived
EMP-031491,TRN-SIH26135-036551,Web Developer,Manufacturing,Self-employed,2026-01-14,,False,synthetic_derived
EMP-031492,TRN-SIH26135-036552,Data Analyst,E-commerce,Full-time,2026-01-28,2026-03-25,True,synthetic_derived
EMP-031493,TRN-SIH26135-036553,Account Executive,Manufacturing,Contract,2026-02-11,,False,synthetic_derived
EMP-031494,TRN-SIH26135-036554,Software Developer,Retail,Full-time,2026-02-25,,False,synthetic_derived
EMP-031495,TRN-SIH26135-036555,Graphic Designer,E-commerce,Full-time,2024-03-21,,False,synthetic_derived
EMP-031496,TRN-SIH26135-036556,Technician,IT Services,Self-employed,2024-04-04,2024-06-03,True,synthetic_derived
EMP-031497,TRN-SIH26135-036557,Healthcare Assistant,Healthcare,Part-time,2024-04-18,,False,synthetic_derived
EMP-031498,TRN-SIH26135-036558,Healthcare Assistant,Government Services,Self-employed,2024-05-02,,False,synthetic_derived
EMP-031499,TRN-SIH26135-036559,Cybersecurity Associate,Banking & Finance,Full-time,2024-05-16,,False,synthetic_derived
EMP-031500,TRN-SIH26135-036560,Data Analyst,Banking & Finance,Self-employed,2024-05-30,,False,synthetic_derived
EMP-031501,TRN-SIH26135-036561,Data Analyst,Education,Contract,2024-04-04,2024-06-08,True,synthetic_derived
EMP-031502,TRN-SIH26135-036562,Healthcare Assistant,Government Services,Part-time,2024-04-18,2024-06-23,True,synthetic_derived
EMP-031503,TRN-SIH26135-036564,Cybersecurity Associate,Telecom,Apprenticeship,2024-05-15,2024-07-21,True,synthetic_derived
EMP-031504,TRN-SIH26135-036565,Technician,Banking & Finance,Contract,2024-05-29,,False,synthetic_derived
EMP-031505,TRN-SIH26135-036566,Account Executive,Logistics,Part-time,2024-06-12,,False,synthetic_derived
EMP-031506,TRN-SIH26135-036568,Software Developer,Retail,Full-time,2024-07-09,,False,synthetic_derived
EMP-031507,TRN-SIH26135-036569,Data Analyst,Education,Full-time,2024-07-23,,False,synthetic_derived
EMP-031508,TRN-SIH26135-036571,Web Developer,Government Services,Self-employed,2024-08-19,,False,synthetic_derived
EMP-031509,TRN-SIH26135-036572,Healthcare Assistant,Healthcare,Part-time,2024-09-02,,False,synthetic_derived
EMP-031510,TRN-SIH26135-036573,Software Developer,Retail,Contract,2024-09-16,,False,synthetic_derived
EMP-031511,TRN-SIH26135-036574,Cybersecurity Associate,Healthcare,Contract,2024-09-30,,False,synthetic_derived
EMP-031512,TRN-SIH26135-036578,Digital Marketing Executive,IT Services,Full-time,2024-11-22,,False,synthetic_derived
EMP-031513,TRN-SIH26135-036579,Cloud Associate,E-commerce,Full-time,2024-12-06,,False,synthetic_derived
EMP-031514,TRN-SIH26135-036580,Graphic Designer,IT Services,Self-employed,2024-12-20,,False,synthetic_derived
EMP-031515,TRN-SIH26135-036581,Web Developer,Government Services,Full-time,2025-01-03,,False,synthetic_derived
EMP-031516,TRN-SIH26135-036582,Healthcare Assistant,Healthcare,Contract,2025-01-17,,False,synthetic_derived
EMP-031517,TRN-SIH26135-036584,Software Developer,Manufacturing,Full-time,2025-02-13,,False,synthetic_derived
EMP-031518,TRN-SIH26135-036585,Healthcare Assistant,Manufacturing,Full-time,2025-02-27,,False,synthetic_derived
EMP-031519,TRN-SIH26135-036587,Cloud Associate,Manufacturing,Part-time,2025-03-26,,False,synthetic_derived
EMP-031520,TRN-SIH26135-036588,Technician,Education,Contract,2025-04-09,,False,synthetic_derived
EMP-031521,TRN-SIH26135-036589,Support Engineer,Education,Full-time,2025-04-23,,False,synthetic_derived
EMP-031522,TRN-SIH26135-036591,Cloud Associate,Healthcare,Full-time,2025-05-20,2025-08-14,True,synthetic_derived
EMP-031523,TRN-SIH26135-036592,Software Developer,Healthcare,Full-time,2025-06-03,,False,synthetic_derived
EMP-031524,TRN-SIH26135-036593,Support Engineer,Banking & Finance,Full-time,2025-06-17,,False,synthetic_derived
EMP-031525,TRN-SIH26135-036594,Graphic Designer,Government Services,Apprenticeship,2025-07-01,2025-09-28,True,synthetic_derived
EMP-031526,TRN-SIH26135-036595,Healthcare Assistant,Government Services,Full-time,2025-07-15,,False,synthetic_derived
EMP-031527,TRN-SIH26135-036596,Technician,Healthcare,Apprenticeship,2025-07-29,,False,synthetic_derived
EMP-031528,TRN-SIH26135-036597,Digital Marketing Executive,Retail,Full-time,2025-08-12,,False,synthetic_derived
EMP-031529,TRN-SIH26135-036599,Sales Executive,Retail,Full-time,2025-09-08,,False,synthetic_derived
EMP-031530,TRN-SIH26135-036600,Software Developer,Retail,Full-time,2025-09-22,2025-12-25,True,synthetic_derived
EMP-031531,TRN-SIH26135-036601,Healthcare Assistant,Telecom,Full-time,2025-10-06,,False,synthetic_derived
EMP-031532,TRN-SIH26135-036602,Healthcare Assistant,Retail,Part-time,2025-10-20,,False,synthetic_derived
EMP-031533,TRN-SIH26135-036603,Account Executive,Healthcare,Full-time,2025-11-03,,False,synthetic_derived
EMP-031534,TRN-SIH26135-036604,Technician,E-commerce,Full-time,2025-11-17,,False,synthetic_derived
EMP-031535,TRN-SIH26135-036605,Account Executive,E-commerce,Full-time,2025-12-01,2026-03-10,True,synthetic_derived
EMP-031536,TRN-SIH26135-036606,Software Developer,E-commerce,Full-time,2025-12-15,,False,synthetic_derived
EMP-031537,TRN-SIH26135-036608,Digital Marketing Executive,Telecom,Full-time,2026-01-11,,False,synthetic_derived
EMP-031538,TRN-SIH26135-036609,Healthcare Assistant,Retail,Full-time,2026-01-25,,False,synthetic_derived
EMP-031539,TRN-SIH26135-036610,Digital Marketing Executive,IT Services,Full-time,2026-02-08,,False,synthetic_derived
EMP-031540,TRN-SIH26135-036611,Technician,Healthcare,Part-time,2024-03-04,2024-06-16,True,synthetic_derived
EMP-031541,TRN-SIH26135-036612,Cloud Associate,Telecom,Contract,2024-03-18,,False,synthetic_derived
EMP-031542,TRN-SIH26135-036613,Sales Executive,Education,Full-time,2024-04-01,,False,synthetic_derived
EMP-031543,TRN-SIH26135-036614,Web Developer,Telecom,Apprenticeship,2024-04-15,,False,synthetic_derived
EMP-031544,TRN-SIH26135-036615,Support Engineer,Manufacturing,Part-time,2024-04-29,,False,synthetic_derived
EMP-031545,TRN-SIH26135-036616,Graphic Designer,Telecom,Apprenticeship,2024-05-13,,False,synthetic_derived
EMP-031546,TRN-SIH26135-036617,Account Executive,Retail,Apprenticeship,2024-05-27,,False,synthetic_derived
EMP-031547,TRN-SIH26135-036618,Technician,IT Services,Full-time,2024-06-10,,False,synthetic_derived
EMP-031548,TRN-SIH26135-036619,Data Analyst,IT Services,Contract,2024-06-24,2024-10-14,True,synthetic_derived
EMP-031549,TRN-SIH26135-036620,Cloud Associate,IT Services,Full-time,2024-07-08,,False,synthetic_derived
