Trainee_ID,Employment_ID,Snapshot_Date,Snapshot_Observed_On,Employment_Duration_Months,Current_Salary_LPA,Job_History_Count,Engagement_Score,Attendance_Percent,Assessment_Score,Skill_Gap_Score,Demand_Score,Employment_Type,Industry,Actual_Job_Role,Target_Job_Role,Skills_Text,Attrition_Target,Data_Origin
TRN-SIH26135-037073,EMP-031926,2024-11-01,2024-11-01,0.99,5.24,1,6.56,100.0,100.0,100.0,54.41,Contract,Retail,Cloud Associate,Software Developer,autocad cybersecurity machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-037074,EMP-031927,2024-12-01,2024-12-15,1.97,5.21,0,6.32,89.5,87.5,37.4,48.19,Full-time,Healthcare,Cybersecurity Associate,Graphic Designer,communication excel java,0,synthetic_longitudinal_derivation
TRN-SIH26135-037075,EMP-031928,2025-01-01,2025-01-28,2.96,4.78,1,4.98,79.5,52.9,100.0,41.86,Self-employed,Logistics,Software Developer,Software Developer,networking power_bi react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037076,EMP-031929,2025-03-01,2025-03-13,3.94,4.2,0,5.83,85.2,81.3,100.0,45.88,Contract,Government Services,Web Developer,Healthcare Assistant,autocad aws machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-037077,EMP-031930,2025-04-01,2025-04-26,4.93,5.51,0,4.99,61.0,70.5,100.0,65.22,Full-time,Government Services,Web Developer,Healthcare Assistant,autocad machine_learning python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037078,EMP-031931,2025-01-01,2025-01-10,0.99,4.86,1,5.53,75.9,74.7,100.0,41.88,Full-time,Education,Digital Marketing Executive,Data Analyst,cybersecurity java react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037079,EMP-031932,2025-02-01,2025-02-23,1.97,5.52,2,6.51,93.1,100.0,100.0,49.57,Full-time,IT Services,Graphic Designer,Software Developer,digital_marketing networking power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-037081,EMP-031933,2025-04-01,2025-04-21,2.96,3.95,2,6.37,82.5,91.3,100.0,38.21,Self-employed,Banking & Finance,Cloud Associate,Software Developer,aws cybersecurity sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037082,EMP-031934,2025-06-01,2025-06-04,3.94,5.01,5,6.01,82.0,74.1,53.0,47.5,Apprenticeship,IT Services,Healthcare Assistant,Healthcare Assistant,autocad healthcare_operations python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037083,EMP-031935,2025-07-01,2025-07-18,4.93,4.14,2,5.11,77.4,74.8,100.0,57.14,Apprenticeship,Retail,Technician,Technician,accounting digital_marketing linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-037084,EMP-031936,2025-04-01,2025-04-03,0.99,4.91,2,4.97,76.8,58.5,85.0,45.76,Full-time,Telecom,Digital Marketing Executive,Sales Executive,aws excel python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037085,EMP-031937,2025-05-01,2025-05-17,1.97,2.86,1,5.07,70.1,58.1,100.0,49.69,Apprenticeship,Retail,Account Executive,Technician,cybersecurity data_analysis digital_marketing,1,synthetic_longitudinal_derivation
TRN-SIH26135-037086,EMP-031938,2025-06-01,2025-06-30,2.96,5.29,2,5.98,90.2,78.9,100.0,56.43,Full-time,Retail,Account Executive,Technician,accounting communication python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037087,EMP-031939,2025-08-01,2025-08-13,3.94,5.37,0,5.72,70.6,73.4,80.53,63.04,Apprenticeship,Manufacturing,Account Executive,Healthcare Assistant,accounting cybersecurity excel,0,synthetic_longitudinal_derivation
TRN-SIH26135-037088,EMP-031940,2025-09-01,2025-09-26,4.93,4.12,5,5.59,69.8,81.4,100.0,28.06,Contract,Retail,Cybersecurity Associate,Data Analyst,communication java react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037089,EMP-031941,2025-06-01,2025-06-12,0.99,4.64,1,5.62,73.3,69.9,73.81,17.59,Full-time,Education,Cloud Associate,Software Developer,accounting sales sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037090,EMP-031942,2025-07-01,2025-07-26,1.97,3.85,2,4.48,47.9,49.4,100.0,24.83,Full-time,Banking & Finance,Technician,Software Developer,excel networking react,1,synthetic_longitudinal_derivation
TRN-SIH26135-037092,EMP-031944,2025-10-01,2025-10-22,3.94,4.91,1,5.5,79.1,67.5,100.0,58.57,Apprenticeship,E-commerce,Web Developer,Healthcare Assistant,digital_marketing linux sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037094,EMP-031946,2025-08-01,2025-08-21,0.99,4.79,2,4.99,53.3,59.1,100.0,31.93,Full-time,Retail,Data Analyst,Technician,communication data_analysis sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037095,EMP-031947,2025-10-01,2025-10-04,1.97,4.26,6,5.74,50.6,82.9,100.0,62.93,Apprenticeship,Healthcare,Support Engineer,Web Developer,azure java linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-037096,EMP-031948,2025-11-01,2025-11-17,2.96,4.12,0,6.2,83.9,80.7,100.0,28.0,Full-time,Healthcare,Digital Marketing Executive,Software Developer,azure machine_learning react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037097,EMP-031949,2025-12-01,2025-12-31,3.94,4.17,0,5.72,97.4,75.5,100.0,52.38,Self-employed,Manufacturing,Data Analyst,Account Executive,data_analysis javascript networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-037098,EMP-031950,2026-02-01,2026-02-13,4.93,5.93,1,6.04,100.0,100.0,66.63,48.11,Contract,Telecom,Healthcare Assistant,Support Engineer,java linux sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037099,EMP-031951,2025-10-01,2025-10-30,0.99,4.44,1,5.8,100.0,79.2,55.12,69.52,Self-employed,Government Services,Digital Marketing Executive,Technician,accounting autocad digital_marketing,0,synthetic_longitudinal_derivation
TRN-SIH26135-037101,EMP-031952,2025-12-01,2025-12-26,1.97,2.94,0,5.21,86.2,54.0,74.38,46.05,Full-time,IT Services,Cloud Associate,Sales Executive,accounting communication react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037103,EMP-031953,2026-02-01,2026-02-21,2.96,5.14,1,6.12,100.0,77.7,100.0,38.06,Full-time,Healthcare,Account Executive,Cybersecurity Associate,accounting data_analysis healthcare_operations,0,synthetic_longitudinal_derivation
TRN-SIH26135-037104,EMP-031954,2026-04-01,2026-04-06,3.94,4.1,1,5.52,70.3,62.2,51.62,54.22,Part-time,Government Services,Sales Executive,Account Executive,accounting aws data_analysis,0,synthetic_longitudinal_derivation
TRN-SIH26135-037106,EMP-031956,2026-02-01,2026-02-03,0.99,4.84,0,5.06,66.0,69.5,100.0,47.69,Full-time,Healthcare,Cloud Associate,Software Developer,accounting networking react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037107,EMP-031957,2026-03-01,2026-03-19,1.97,4.74,2,5.36,65.0,74.6,75.0,38.46,Apprenticeship,Manufacturing,Cybersecurity Associate,Cloud Associate,autocad linux machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-037108,EMP-031958,2026-05-01,2026-05-02,2.96,5.2,0,6.28,89.4,94.4,100.0,47.83,Full-time,Government Services,Data Analyst,Account Executive,python sales sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037109,EMP-031959,2024-06-01,2024-06-25,3.94,4.15,0,5.95,84.0,80.3,100.0,30.69,Full-time,Education,Account Executive,Support Engineer,data_analysis java python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037111,EMP-031960,2024-08-01,2024-08-21,4.93,5.17,10,5.71,73.0,88.0,75.0,38.18,Full-time,Education,Account Executive,Web Developer,cybersecurity sales sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037112,EMP-031961,2024-05-01,2024-05-07,0.99,4.86,4,5.44,89.0,59.7,100.0,25.27,Full-time,Logistics,Software Developer,Technician,communication cybersecurity java,1,synthetic_longitudinal_derivation
TRN-SIH26135-037113,EMP-031962,2024-06-01,2024-06-20,1.97,4.85,0,6.6,98.8,95.0,100.0,33.54,Apprenticeship,Telecom,Web Developer,Technician,communication java sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037114,EMP-031963,2024-08-01,2024-08-03,2.96,4.0,0,4.95,86.5,48.9,73.65,73.2,Full-time,Banking & Finance,Cloud Associate,Web Developer,communication data_analysis javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-037116,EMP-031964,2024-09-01,2024-09-29,3.94,5.35,2,6.09,94.6,88.2,100.0,30.16,Apprenticeship,IT Services,Data Analyst,Sales Executive,autocad digital_marketing java,0,synthetic_longitudinal_derivation
TRN-SIH26135-037117,EMP-031965,2024-11-01,2024-11-12,4.93,5.12,4,5.41,82.8,78.5,75.0,45.28,Part-time,IT Services,Graphic Designer,Data Analyst,accounting communication power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-037118,EMP-031966,2024-07-01,2024-07-29,0.99,4.57,1,6.02,98.7,85.2,40.19,42.6,Self-employed,Retail,Account Executive,Sales Executive,data_analysis excel sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037119,EMP-031967,2024-09-01,2024-09-11,1.97,4.31,0,5.8,78.7,77.3,100.0,21.83,Full-time,Education,Web Developer,Support Engineer,autocad excel java,0,synthetic_longitudinal_derivation
TRN-SIH26135-037120,EMP-031968,2024-10-01,2024-10-25,2.96,4.74,3,6.34,94.2,85.6,67.99,37.75,Full-time,Banking & Finance,Software Developer,Software Developer,autocad java sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037122,EMP-031969,2024-12-01,2024-12-21,3.94,4.19,0,5.76,80.4,64.4,100.0,52.42,Full-time,Education,Account Executive,Software Developer,autocad azure linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-037123,EMP-031970,2025-02-01,2025-02-03,4.93,4.65,1,5.03,87.1,68.0,80.0,64.36,Full-time,Logistics,Cybersecurity Associate,Healthcare Assistant,accounting excel power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-037124,EMP-031971,2024-10-01,2024-10-20,0.99,3.83,2,5.34,75.4,73.6,100.0,48.45,Part-time,IT Services,Graphic Designer,Digital Marketing Executive,power_bi python sql,1,synthetic_longitudinal_derivation
TRN-SIH26135-037125,EMP-031972,2024-12-01,2024-12-03,1.97,4.72,3,5.31,79.4,63.6,100.0,18.75,Self-employed,Government Services,Cybersecurity Associate,Data Analyst,communication cybersecurity javascript,1,synthetic_longitudinal_derivation
TRN-SIH26135-037126,EMP-031973,2025-01-01,2025-01-16,2.96,3.78,2,5.24,63.5,60.0,75.92,62.5,Full-time,IT Services,Software Developer,Web Developer,accounting healthcare_operations sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037127,EMP-031974,2025-03-01,2025-03-01,3.94,5.17,1,5.83,100.0,65.9,100.0,29.46,Full-time,Telecom,Account Executive,Software Developer,accounting aws digital_marketing,0,synthetic_longitudinal_derivation
TRN-SIH26135-037128,EMP-031975,2025-04-01,2025-04-14,4.93,4.55,1,5.23,61.9,70.0,100.0,48.19,Contract,Retail,Web Developer,Digital Marketing Executive,machine_learning react sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037130,EMP-031976,2025-01-01,2025-01-11,0.99,4.63,0,5.36,74.8,59.0,100.0,45.83,Full-time,Education,Support Engineer,Digital Marketing Executive,machine_learning power_bi python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037131,EMP-031977,2025-02-01,2025-02-24,1.97,5.22,1,5.03,67.7,63.7,42.96,47.06,Self-employed,Logistics,Sales Executive,Software Developer,azure python sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037132,EMP-031978,2025-04-01,2025-04-09,2.96,5.38,4,5.44,79.6,68.1,100.0,13.85,Full-time,Telecom,Healthcare Assistant,Sales Executive,cybersecurity java react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037135,EMP-031980,2025-07-01,2025-07-19,4.93,4.26,3,6.01,93.1,95.0,100.0,40.78,Part-time,Telecom,Cybersecurity Associate,Sales Executive,javascript python sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037136,EMP-031981,2025-04-01,2025-04-04,0.99,3.95,3,5.16,68.6,59.6,100.0,67.53,Part-time,Retail,Healthcare Assistant,Sales Executive,autocad healthcare_operations python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037137,EMP-031982,2025-05-01,2025-05-18,1.97,4.7,1,5.55,64.6,69.7,65.0,72.34,Apprenticeship,Education,Technician,Support Engineer,healthcare_operations java linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-037139,EMP-031983,2025-07-01,2025-07-14,2.96,5.43,1,6.12,73.4,81.9,60.44,54.1,Apprenticeship,IT Services,Graphic Designer,Sales Executive,autocad javascript sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037140,EMP-031984,2025-08-01,2025-08-27,3.94,5.37,1,5.98,99.5,84.9,70.0,50.74,Full-time,Telecom,Technician,Cybersecurity Associate,linux power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037141,EMP-031985,2025-10-01,2025-10-10,4.93,4.77,3,5.52,86.2,84.8,100.0,43.41,Full-time,IT Services,Account Executive,Graphic Designer,autocad linux sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037142,EMP-031986,2025-06-01,2025-06-26,0.99,3.94,2,5.97,87.2,91.2,35.9,23.76,Full-time,Retail,Healthcare Assistant,Web Developer,communication javascript sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037143,EMP-031987,2025-08-01,2025-08-09,1.97,4.85,2,5.76,63.5,84.9,100.0,54.48,Full-time,Government Services,Technician,Web Developer,digital_marketing java power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-037146,EMP-031988,2025-10-01,2025-10-18,2.96,3.82,0,5.8,86.1,70.5,100.0,31.18,Part-time,IT Services,Healthcare Assistant,Graphic Designer,machine_learning power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037147,EMP-031989,2025-12-01,2025-12-01,3.94,4.75,0,5.93,81.1,74.3,100.0,72.92,Full-time,Education,Cloud Associate,Cloud Associate,accounting data_analysis power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-037148,EMP-031990,2026-01-01,2026-01-14,4.93,4.49,2,4.82,68.5,47.8,79.0,73.58,Full-time,E-commerce,Account Executive,Account Executive,excel java python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037149,EMP-031991,2025-07-01,2025-07-22,0.99,4.17,0,5.41,86.9,75.2,60.0,47.22,Full-time,Manufacturing,Digital Marketing Executive,Graphic Designer,aws communication sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037150,EMP-031992,2025-09-01,2025-09-04,1.97,4.29,7,5.6,89.5,74.5,100.0,54.7,Contract,Healthcare,Healthcare Assistant,Cloud Associate,digital_marketing healthcare_operations sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037151,EMP-031993,2025-10-01,2025-10-18,2.96,4.3,0,5.74,83.8,75.3,66.31,51.97,Full-time,IT Services,Software Developer,Data Analyst,communication linux python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037152,EMP-031994,2025-12-01,2025-12-01,3.94,4.16,4,5.71,80.0,72.5,100.0,33.75,Full-time,Logistics,Graphic Designer,Data Analyst,autocad machine_learning networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-037153,EMP-031995,2026-01-01,2026-01-14,4.93,4.75,0,5.65,80.3,82.8,100.0,33.91,Full-time,Healthcare,Graphic Designer,Web Developer,autocad azure communication,0,synthetic_longitudinal_derivation
TRN-SIH26135-037154,EMP-031996,2025-09-01,2025-09-30,0.99,4.08,2,5.02,65.5,52.0,74.29,35.14,Full-time,Government Services,Sales Executive,Technician,azure communication networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-037155,EMP-031997,2025-11-01,2025-11-13,1.97,5.42,3,6.46,100.0,88.9,86.62,46.88,Part-time,Education,Digital Marketing Executive,Sales Executive,accounting excel react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037156,EMP-031998,2025-12-01,2025-12-27,2.96,3.49,1,5.24,66.5,68.4,100.0,38.24,Contract,E-commerce,Cloud Associate,Graphic Designer,accounting autocad javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-037157,EMP-031999,2026-02-01,2026-02-09,3.94,5.05,3,5.73,75.7,81.4,100.0,37.33,Full-time,Education,Cybersecurity Associate,Software Developer,accounting machine_learning networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-037159,EMP-032000,2026-04-01,2026-04-07,4.93,4.44,1,5.28,96.0,67.8,100.0,59.13,Full-time,IT Services,Healthcare Assistant,Software Developer,healthcare_operations networking react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037160,EMP-032001,2025-12-01,2025-12-22,0.99,5.54,1,5.56,85.0,72.4,100.0,47.76,Full-time,E-commerce,Data Analyst,Cloud Associate,accounting power_bi python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037161,EMP-032002,2026-02-01,2026-02-04,1.97,4.84,1,5.43,77.4,62.9,100.0,37.14,Full-time,Healthcare,Sales Executive,Healthcare Assistant,machine_learning networking python,1,synthetic_longitudinal_derivation
TRN-SIH26135-037162,EMP-032003,2026-03-01,2026-03-20,2.96,5.57,0,5.9,82.6,72.6,65.98,57.32,Apprenticeship,Retail,Account Executive,Technician,autocad azure linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-037163,EMP-032004,2026-05-01,2026-05-03,3.94,5.19,1,6.53,86.7,92.9,46.61,59.84,Full-time,IT Services,Cloud Associate,Software Developer,java linux python,1,synthetic_longitudinal_derivation
TRN-SIH26135-037164,EMP-032005,2026-06-01,2026-06-16,4.93,4.82,2,5.2,79.6,77.9,100.0,40.88,Part-time,Government Services,Graphic Designer,Sales Executive,java power_bi python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037165,EMP-032006,2024-03-01,2024-03-12,0.99,4.32,1,4.77,69.0,53.7,66.8,35.97,Apprenticeship,Logistics,Healthcare Assistant,Web Developer,azure java javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-037167,EMP-032007,2024-05-01,2024-05-08,1.97,3.84,0,5.07,76.5,55.2,100.0,41.24,Contract,Education,Digital Marketing Executive,Cybersecurity Associate,javascript react sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037168,EMP-032008,2024-06-01,2024-06-21,2.96,5.57,1,6.05,75.4,87.7,50.0,53.52,Full-time,Banking & Finance,Support Engineer,Account Executive,accounting healthcare_operations machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-037169,EMP-032009,2024-08-01,2024-08-04,3.94,5.14,3,5.64,62.0,73.4,100.0,31.15,Full-time,Telecom,Sales Executive,Cloud Associate,accounting excel machine_learning,1,synthetic_longitudinal_derivation
TRN-SIH26135-037170,EMP-032010,2024-09-01,2024-09-17,4.93,3.93,1,5.54,92.3,70.3,56.77,33.73,Part-time,E-commerce,Web Developer,Digital Marketing Executive,communication excel sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037171,EMP-032011,2024-06-01,2024-06-03,0.99,4.22,1,5.76,80.2,72.6,70.37,44.0,Contract,Healthcare,Data Analyst,Data Analyst,cybersecurity data_analysis python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037172,EMP-032012,2024-07-01,2024-07-17,1.97,3.55,2,5.31,78.8,70.3,70.55,16.41,Apprenticeship,Retail,Account Executive,Support Engineer,digital_marketing networking sql,1,synthetic_longitudinal_derivation
TRN-SIH26135-037173,EMP-032013,2024-08-01,2024-08-30,2.96,4.81,2,5.1,44.7,68.3,100.0,44.65,Full-time,Retail,Technician,Software Developer,aws digital_marketing sales,1,synthetic_longitudinal_derivation
TRN-SIH26135-037175,EMP-032014,2024-10-01,2024-10-26,3.94,4.49,1,5.53,76.7,69.8,65.0,65.74,Full-time,Telecom,Healthcare Assistant,Data Analyst,javascript machine_learning python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037176,EMP-032015,2024-12-01,2024-12-09,4.93,3.49,1,5.45,83.2,76.7,30.0,46.6,Contract,Healthcare,Graphic Designer,Software Developer,excel java python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037177,EMP-032016,2024-08-01,2024-08-25,0.99,4.8,1,5.89,79.9,84.5,100.0,34.83,Part-time,Government Services,Technician,Software Developer,cybersecurity react sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037178,EMP-032017,2024-10-01,2024-10-08,1.97,4.85,4,5.53,90.3,58.6,75.44,32.47,Part-time,Manufacturing,Cloud Associate,Account Executive,accounting cybersecurity sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037179,EMP-032018,2024-11-01,2024-11-21,2.96,5.72,1,6.51,86.2,92.2,75.0,44.44,Full-time,Government Services,Account Executive,Web Developer,autocad java sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037180,EMP-032019,2025-01-01,2025-01-04,3.94,3.84,4,6.02,77.9,95.3,75.0,50.68,Self-employed,Banking & Finance,Cybersecurity Associate,Web Developer,digital_marketing power_bi sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037181,EMP-032020,2025-02-01,2025-02-17,4.93,4.84,1,5.5,95.1,80.5,100.0,67.21,Contract,Telecom,Graphic Designer,Healthcare Assistant,java linux sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037183,EMP-032021,2024-11-01,2024-11-16,0.99,5.45,0,5.27,69.4,70.1,100.0,32.68,Full-time,Telecom,Sales Executive,Digital Marketing Executive,javascript react sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037184,EMP-032022,2024-12-01,2024-12-30,1.97,5.38,2,6.12,93.9,87.3,71.2,42.45,Apprenticeship,Banking & Finance,Healthcare Assistant,Account Executive,cybersecurity excel linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-037185,EMP-032023,2025-02-01,2025-02-12,2.96,5.26,0,5.96,85.6,76.8,50.0,27.54,Full-time,Telecom,Digital Marketing Executive,Digital Marketing Executive,communication excel python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037187,EMP-032024,2025-04-01,2025-04-10,3.94,4.1,1,5.99,66.9,82.5,100.0,51.43,Full-time,Retail,Web Developer,Technician,aws digital_marketing java,0,synthetic_longitudinal_derivation
TRN-SIH26135-037188,EMP-032025,2025-05-01,2025-05-24,4.93,3.67,1,4.96,70.9,52.2,100.0,46.41,Full-time,Government Services,Web Developer,Digital Marketing Executive,autocad aws linux,1,synthetic_longitudinal_derivation
TRN-SIH26135-037189,EMP-032026,2025-02-01,2025-02-07,0.99,4.07,3,4.99,72.0,64.4,66.35,41.18,Full-time,Banking & Finance,Technician,Web Developer,healthcare_operations java javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-037190,EMP-032027,2025-03-01,2025-03-23,1.97,4.48,0,5.12,84.7,57.1,100.0,16.8,Part-time,Education,Digital Marketing Executive,Technician,data_analysis javascript react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037192,EMP-032028,2025-05-01,2025-05-19,2.96,4.13,6,6.13,80.9,92.1,35.19,42.24,Contract,Logistics,Digital Marketing Executive,Software Developer,python sales sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037193,EMP-032029,2025-07-01,2025-07-02,3.94,4.69,3,6.47,86.9,100.0,100.0,40.98,Full-time,Banking & Finance,Sales Executive,Cybersecurity Associate,power_bi python sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037194,EMP-032030,2025-08-01,2025-08-15,4.93,5.7,2,5.86,88.7,87.6,100.0,58.33,Full-time,Healthcare,Sales Executive,Software Developer,digital_marketing power_bi react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037195,EMP-032031,2025-05-01,2025-05-01,0.99,5.13,2,5.77,66.5,81.6,75.0,60.0,Full-time,Healthcare,Healthcare Assistant,Data Analyst,accounting power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037196,EMP-032032,2025-06-01,2025-06-14,1.97,4.53,0,6.35,94.4,86.4,100.0,36.87,Full-time,Banking & Finance,Software Developer,Software Developer,aws data_analysis excel,0,synthetic_longitudinal_derivation
TRN-SIH26135-037198,EMP-032033,2025-08-01,2025-08-10,2.96,4.14,4,5.35,74.3,69.9,100.0,44.72,Contract,IT Services,Account Executive,Cloud Associate,data_analysis sales sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037199,EMP-032034,2025-09-01,2025-09-23,3.94,4.61,2,5.64,88.2,72.6,100.0,57.72,Full-time,Banking & Finance,Cybersecurity Associate,Web Developer,digital_marketing java python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037200,EMP-032035,2025-11-01,2025-11-06,4.93,3.75,1,4.73,63.3,58.9,100.0,52.07,Full-time,Education,Digital Marketing Executive,Support Engineer,accounting data_analysis healthcare_operations,0,synthetic_longitudinal_derivation
TRN-SIH26135-037201,EMP-032036,2025-07-01,2025-07-23,0.99,4.32,3,5.1,67.1,61.2,100.0,57.43,Full-time,Banking & Finance,Support Engineer,Cybersecurity Associate,autocad excel machine_learning,1,synthetic_longitudinal_derivation
TRN-SIH26135-037202,EMP-032037,2025-09-01,2025-09-05,1.97,4.74,0,6.53,100.0,97.9,50.0,63.78,Contract,Retail,Digital Marketing Executive,Account Executive,accounting java power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-037203,EMP-032038,2025-10-01,2025-10-19,2.96,4.52,0,6.08,98.8,73.1,100.0,45.39,Full-time,Healthcare,Graphic Designer,Digital Marketing Executive,cybersecurity data_analysis healthcare_operations,0,synthetic_longitudinal_derivation
TRN-SIH26135-037204,EMP-032039,2025-12-01,2025-12-02,3.94,5.06,1,5.88,84.5,67.7,100.0,56.93,Full-time,Government Services,Software Developer,Software Developer,azure data_analysis machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-037205,EMP-032040,2026-01-01,2026-01-15,4.93,4.9,1,4.44,58.2,55.8,100.0,62.62,Self-employed,Healthcare,Cybersecurity Associate,Support Engineer,azure excel python,0,synthetic_longitudinal_derivation
TRN-SIH26135-037206,EMP-032041,2025-10-01,2025-10-01,0.99,3.46,1,5.12,84.2,61.6,70.56,64.46,Apprenticeship,Government Services,Graphic Designer,Healthcare Assistant,accounting communication sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037207,EMP-032042,2025-11-01,2025-11-14,1.97,5.13,0,5.08,71.0,57.9,100.0,66.67,Full-time,Healthcare,Web Developer,Sales Executive,healthcare_operations machine_learning sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037208,EMP-032043,2025-12-01,2025-12-28,2.96,4.32,1,5.89,99.2,71.9,70.0,60.19,Full-time,Banking & Finance,Healthcare Assistant,Software Developer,cybersecurity digital_marketing sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-037209,EMP-032044,2026-02-01,2026-02-10,3.94,4.56,1,5.42,96.7,50.7,100.0,35.97,Full-time,Logistics,Data Analyst,Account Executive,azure linux networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-037210,EMP-032045,2026-03-01,2026-03-26,4.93,4.8,1,6.04,80.8,94.8,100.0,22.83,Contract,Logistics,Support Engineer,Software Developer,accounting excel sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-037211,EMP-032046,2025-12-01,2025-12-10,0.99,5.42,7,5.8,82.7,73.1,75.0,61.18,Full-time,Healthcare,Support Engineer,Support Engineer,autocad communication data_analysis,0,synthetic_longitudinal_derivation
TRN-SIH26135-037212,EMP-032047,2026-01-01,2026-01-23,1.97,5.8,3,4.77,81.5,47.6,100.0,61.86,Full-time,Healthcare,Technician,Sales Executive,azure machine_learning react,0,synthetic_longitudinal_derivation
TRN-SIH26135-037213,EMP-032048,2026-03-01,2026-03-08,2.96,4.27,1,5.7,89.3,74.5,100.0,30.3,Contract,Retail,Cybersecurity Associate,Healthcare Assistant,linux machine_learning sales,0,synthetic_longitudinal_derivation
